,text,label
9979,im feeling pleased and glad that other people like thaliad and want to celebrate it,joy
9980,i would feel more environmentally friendly if i sold it,joy
9981,im feeling very hesitant about wanting to buy another house,fear
9982,i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger
9983,i just feel like lex has convinced you that youre something that youre not martha said her eyes getting misty,joy
9984,i witness what i feel helpless to change i take up my arms my heart and my pen and i write,sadness
9985,i feel when the super exciting sensory bombardment is over,joy
9986,i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,sadness
9987,im feeling wildly supportive as i swallow my tension that every single other five year old i know of not only knows his letters but knows them backward,love
9988,i set out to make a copycat version of it saturday and i feel i was pretty successful,joy
9989,i sit here tonight i feel anxious,fear
9990,i feel im miserable when i try to do other things,sadness
9991,i have to move stop staring at the other ladies this doesn t feel good does it feel bad,joy
9992,i feel idiotic sifting through personals sites only nerve,sadness
9993,im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,sadness
9994,i have also been feeling completely overwhelmed and so incredibly unappreciated,surprise
9995,i will be honest it did feel a little strange being in the company of such greatness,surprise
9996,i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,sadness
9997,i feel defeated extremely agitated as well as frustrated beyond words,sadness
9998,i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,joy
9999,i normally would call meaningless and stupid but i guess im feeling a little bit adventurous,joy
10000,i feel spiteful toward him,anger
10001,i can make someone feel unwelcome rrreeaallyy fast without saying a word,sadness
10002,i was feeling discouraged and disgruntled and i was a href http tracifishbowl,sadness
10003,i feel it is rude of me to ask,anger
10004,i just do it to keep up with ian but really i feel shitty about it and wish i could just date ian,sadness
10005,i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear
10006,im going to be honest with you i feel distraught,fear
10007,i feel this energy of the divine flame,joy
10008,i feel thrilled this will all be over in a matter of days,joy
10009,i feel disturbed because of the world i saw through the camera s eyes,sadness
10010,i like to watch people do horrible things so i can be outraged at them and feel superior,joy
10011,i feel a little awkward about this but im going to share a poem with you,sadness
10012,i feel hated by my parents,anger
10013,im feeling groggy and having a bad skin day,sadness
10014,i feel your presence beloved,love
10015,i never feel bad spending money on other people just when i spend it on myself,sadness
10016,i would spend hours prepping for the meeting with my supervisor and feeling convinced that i ve nailed it,joy
10017,im sick of being dependent even partially so on someone that makes me feel so unwelcome,sadness
10018,i still feel jealous of my friends when their moms talk politely with them,anger
10019,i shook it off as we walked into the expansive beijing capital international airport feeling utterly un amused at the prospect of an international transfer in china,joy
10020,i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t,joy
10021,i don t know i just had this gut feeling and it just really bothered me he said,anger
10022,i feel glad for you,joy
10023,im in a place right now where i feel safe and peaceful,joy
10024,i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger
10025,i agree it looks gorgeous and feels amazing but i have only worn it out on the town one time on new years eve,joy
10026,i used to share my feeling and thought all to my lovely roomates shermin and joey,love
10027,i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion,anger
10028,i feel that the only acceptable solution is to replace this brush with its rightful mac predecessor,joy
10029,i just feel like its rude,anger
10030,i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness
10031,i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear
10032,i think im allowing myself to feel this way because im not heartbroken,sadness
10033,i know whos interested in renaissance and baroque art i can relate with jamie because she like feels tender towards everything and thinks that inanimate objects have feelings,love
10034,i wanted to write and feel purged of those repressed feelings,sadness
10035,i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear
10036,i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger
10037,ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,anger
10038,i feel rather pissed off,anger
10039,i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself,sadness
10040,i was feeling ok it would be fun to drive over to dunstable and stand in a field for an hour or so watching people try and drive preposterous motors up grass slopes thats trialling,joy
10041,i mean its beginning marks the end to one of the best months of the year which im left feeling exhausted from,sadness
10042,i feel so carefree i never think of the crap going on in my life,joy
10043,i feel that everyone is entitiled to their opinion and that opinion should be respected,joy
10044,i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,surprise
10045,i feel like i am doomed to spend the rest of my life in customer service i,sadness
10046,i still have that feeling to you until now ya the feeling to loving you,love
10047,i find that i cant do as much as i used to do without feeling exhausted,sadness
10048,i feel very optimistic about everything at this moment,joy
10049,i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear
10050,ive been feeling like i cant put a lot into this because hes not caring about it anyway,love
10051,i was well and feeling a bit of cabin fever i unwisely convinced spooky to take me to a matin e screening of scott stewarts legion,joy
10052,i like to pray a decade whenever im feeling stressed or scared,anger
10053,i am just waking up with not nearly enough sleep and feeling dazed,surprise
10054,im referring to a comment in the pattern right now not feeling that divine really since i probably was born with a set of dpns in my hands,joy
10055,i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise
10056,i feel vicious and sleepy,anger
10057,i feel like an ass saying that since my sweet sister has gone through quite possibly the worst year of her life at the same time,joy
10058,i feel damaged from just witnessing it,sadness
10059,i say that i feel like im hated,anger
10060,i am a happily married man shows me his wedding ring and i swear i am not hitting on you but i just feel this sweet energy from you like i know you but i dont know you right,joy
10061,i took a day off which is so unusual for me i almost feel naughty,love
10062,i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger
10063,i hope that you are all feeling festive and keeping warm,joy
10064,i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger
10065,i feel my repressed emotions surfacing im glad for the solace i can seek in my writing,sadness
10066,i am feeling like i have more energy and loving every minute of it,love
10067,i feel stupid about my diamond richie mix up,sadness
10068,i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,joy
10069,i was pretty tired feeling a little homesick and not at all in the mood to mingle,sadness
10070,im great at complaining because modern society is geared toward making people feel inadequate,sadness
10071,i am still feeling pretty lousy from this allergy induced stupor so last night i just was not really feeling wildstar and interacting with other human beings,sadness
10072,i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger
10073,i hate being selfish but i gotta admit i feel so depressed about it,sadness
10074,i can truly empathize with your feelings of failure and discontent i would challenge you to re focus that energy in order to gear up for the next cycle,sadness
10075,i don t feel comfortable doing it is what i m trying to say,joy
10076,im which turned out to be easy yummy and made me feel very clever as i was able to make sandwiches and soup out of the leftovers like my mum,joy
10077,i had awesome workouts and feeling amazing,joy
10078,i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,love
10079,i didn t even think i was the type of person that could feel homesick,sadness
10080,i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,fear
10081,i knew i have this feeling but i ignored it,sadness
10082,i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear
10083,i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,sadness
10084,i diabetes and clinical depression and put right the record on my abstinence from alcohol for over eight years i feel more calm and listened to by the specialists,joy
10085,i really feel cute when i wear them,joy
10086,i feel i am being neglectful to a lot of you by not responding to your comments,sadness
10087,i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,sadness
10088,im sitting on the couch thinking about how miserable i feel from indulging in too much delicious food,joy
10089,i feel so idiotic for letting you and myself call us best friends,sadness
10090,i feel much alarmed at the prospect of seeing general jackson president,fear
10091,i either feel like crap about myself all day and try to make up for it the rest of the day and am exhausted,sadness
10092,i am feeling very thankful and relieved,joy
10093,i am feeling quite anxious about it all,fear
10094,i feel that he s really shy with his feelings because as he talked about how he felt what happened during the trip he was really nervous and i appreciate the effort to say all of that by the way,fear
10095,i feel slightly weepy about this milestone and a lot happy,sadness
10096,i seem to remember feeling very contented,joy
10097,ive basically been cold calling companies with very little success which is why ive been feeling depressed from getting discouraged,sadness
10098,i am so fucking sick its not funny my head feels like its going to explode my sinuses are aching my stomach is feeling sloshy im not sure if thats good,sadness
10099,ive been resting and feeling generally unpleasant and queasy but in that frustrating background way where you dont feel right but cant place an exact cause,sadness
10100,i am feeling jealous i remind myself of this story and it keeps me on the path to better living,anger
10101,i feel so honoured so have been allowed to write my story and,joy
10102,i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices,joy
10103,ive had my ass handed to me by murt and im starting to feel fucked but just a little,anger
10104,i feel extremely discontent right now,sadness
10105,i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was,sadness
10106,ive been feeling homesick for several months probably since christmas,sadness
10107,i stropped about for a bit feeling grumpy because i was missing out,anger
10108,i am never happy for the things i do have i feel so ungrateful for that,sadness
10109,i wanna know how does it feel being pretty and every guys love me,joy
10110,i feel completely inadequate and unable to express any of it in words,sadness
10111,i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere,joy
10112,i disinterested but when i do read it i leave off feeling inadequate,sadness
10113,i feel like a treasured prize,love
10114,i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,anger
10115,i feel devastated for a young man,sadness
10116,i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,surprise
10117,i really do feel it is beaten into us to breastfeed,sadness
10118,i am feeling fairly contented,joy
10119,i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,joy
10120,ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,anger
10121,i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,anger
10122,i feel burdened by my own expectations,sadness
10123,i was still feeling weird about the day before,fear
10124,im feeling indecisive about what to do,fear
10125,i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things,sadness
10126,i feel bad calling it mere book or story is six individual stories nestled together,sadness
10127,i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected,joy
10128,i am feeling nostalgic more than anything,love
10129,i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,anger
10130,i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,joy
10131,i didn t feel very faithful at that point,joy
10132,i feel its a reminder that im taking care of something so precious and need to treat myself better,joy
10133,i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out,love
10134,i feel like i can trust my faithful blogstalkers,love
10135,i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,sadness
10136,i feel like i am despised,anger
10137,i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,fear
10138,i think lunch sounds datey and coffee feels casual,joy
10139,i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,surprise
10140,i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace,fear
10141,i gave my honest opinion revis told reporters in the jets locker room adding i feel that people let him slide when he says smart remarks on certain things,joy
10142,i have a feeling im going to get an unpleasant comment anyway,sadness
10143,i always won the dance contests when i went there and that was such a great feeling to have everybody watch you and to know that you entertained them,joy
10144,i feel the weight of my single dom pulling me under like a dangerous rip tide that is relentlessly surrounding every inch of my body,anger
10145,i feel fucked,anger
10146,i woke up this morning feeling alittle disappointed i logged onto a href http calvaryccv,sadness
10147,i feel rather stressed for the preparations for prom night,anger
10148,i feel anger and love and failure i totally dont get an a in mothering friends and grief and loss and captivity and wonder and awe cannot be ignored,sadness
10149,i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed,fear
10150,i look normal even when i feel terrible and it really is hard to hear someone say oh you look so good,sadness
10151,i feel your suffering reflects just a fraction of my own suffering,sadness
10152,i can t help but feel troubled by this,sadness
10153,i feel that my beloved nakahara mai would voice her nicely,love
10154,i was mightily nervous given that i crashed and burned at this point last time and i still remember feeling shocked at how hard i found the x second runs,surprise
10155,i wasnt sure companies would be hiring this time of year but i am again feeling hopeful,joy
10156,i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl,anger
10157,im not feeling fantastic is that i havent actually taken any time to rest,joy
10158,i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the,joy
10159,i don t really feel like doing much but maybe something gentle,love
10160,i feel angry im happy,anger
10161,i feel like i m witnessing the birth of a really amazing dm,joy
10162,i feel like this was kind of a melancholy post with all my talk about anti love and fears,sadness
10163,death of grandmother,sadness
10164,i seem to be feeling a little less anxious this week but i sure wish that i could check on her every week at the doctor instead of the that are scheduled,fear
10165,i had a feeling you were in need of a gorgeous envy,joy
10166,i feeling confused with my life and want to know why my life,fear
10167,i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,anger
10168,i think this feeling is fro trusting in god and sometimes its just apathy,joy
10169,i woke up today feeling pissed off,anger
10170,i wanted both but i feel greedy,anger
10171,i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,anger
10172,im feeling very blessed to live in a state with such beautiful sights like virginia has,joy
10173,i concentrated on the smell i started feeling it and knew it was the nostalgic aroma of my grand mother s home back in bhubaneswar orissa,love
10174,i personally feel is a massively talented actor is chris evans captain america,joy
10175,i guess it makes me feel more appreciative being able to live life,joy
10176,i tend to stop breathing when i m feeling stressed,anger
10177,i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly,anger
10178,i feel empty inside like all my light has been drained,sadness
10179,i feel weird with just his perfect day of worry free lazy junk food and video games,fear
10180,im feeling less than thrilled about having to go back to my second choice donor now that mr,joy
10181,i wanted to not feel frightened anymore,fear
10182,i looked at my son run up was rubbish dad your step was shocking where were your arms i smiled at him seasons best though i said feeling a tad foolish and i still had two jumps left ground swallow me now,sadness
10183,i feel cdm flac custodes title alibi how much i feel cdm flac custodes download this in super speed resume support with premium account img src http i,joy
10184,i feel tortured because i am not allowed to enjoy food the way my friend can,anger
10185,i am feeling so proud that philippines is ought to called a emerging asian tiger this is how the prime minister of canada describe of the economy of the philippines it is definitely rising,joy
10186,i somehow feel distraught and hopeless,fear
10187,i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,anger
10188,i love raising money for variety because it makes me proud to think oh my gosh a year old just raised dollars or wow i feel like people want to help and also get that cute dress in the back of my closet,joy
10189,i feel really heartbroken,sadness
10190,i was dwelling on the current state of my life i was unsure about my place in life and what i was going to do with it and i was feeling a bit bitter at god because of it,anger
10191,i feel i am losing steam but friends help the time pass in the most pleasant of ways,joy
10192,i can listen to it and feel dissatisfied,anger
10193,i struggle with at church is feeling useful to the ward,joy
10194,i struggling to find a common ground with not feeling deprived managing my stress and activity and living a healthy lifestyle,sadness
10195,i had been lying to myself feeling that maybe because i so loved spending time with this fellow and thought he enjoyed his time so equally with me that maybe the ends justified the means,love
10196,i am feeling fine november pat bertram a href http ptbertram,joy
10197,i tell myself i am pretty a hundred times doesn t mean i feel pretty,joy
10198,i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,anger
10199,i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on,sadness
10200,i have been blogging i have told you of the countless ways that i feel loved and blessed by the people i call my friends,love
10201,i believe even though at the time i didn t feel i should be hospitalized i m pretty sure it was a good thing i was,joy
10202,i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,anger
10203,i feel a strong sense of relief,joy
10204,i feel that i still can forgive you but after you called me pervert hey im sorry you are totally out from my life,sadness
10205,i feel like i am losing confidence but for now i feel calm,joy
10206,i was feeling abnormally wimpy so i staked out my bird feeder,fear
10207,i could have checked it down to the back and i feel like i got greedy and took a shot at the endzone and didn t throw the right ball i wanted to throw and then it got picked off,anger
10208,i think they ll be sexy but will also make me feel more confident than the teeny tiny itsy bitsy bottoms that seem to be in vogue,joy
10209,i got some good feedback from my summary of uganda i still feel as though i missed out on a lot of things i had wanted to say that i hope ill be able to come back to later on,sadness
10210,i feel privileged to have read the stories i received and i enjoyed crafting a piece that i believe does justice to new zealand women screenwriters who write feature films,joy
10211,i only ever wanted to make him happy and he made me feel so stupid,sadness
10212,i was younger all i could think of was to move to a country where i feel accepted where i belong,joy
10213,i know i should feel dismayed or at least sheepish that one of my friends basically believes i have an eating disorder but actually my emotional response to his statement was one of genuine surprise and pleasure that someone had noticed and remembered something about me,sadness
10214,i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams,surprise
10215,im feeling productive and brave,joy
10216,i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all,anger
10217,i can t fix this and am anticipating feeling humiliated when i see workmates and friends,sadness
10218,i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them,fear
10219,im being accused of feeling superior to the characters its usually by people who themselves feel superior to others,joy
10220,i feel and bring him and coming against a savage the wax doll in the clouds blown across to tak my own feeling that be the bare feet were they were moving fast as i brought it as i love in a time for he yet i made him,anger
10221,i got a sick feeling in my stomach i just did a blog post on my cute laundry room now my dryers going out,joy
10222,i don t see december as the month of happiness counting down the days until christmas this doesn t feel like the season to be jolly anymore,joy
10223,i must admit feeling popular is a wonderful feeling,joy
10224,i know how you feel i m sorry you feel like that,sadness
10225,i feel this effect backfires as the changes were distracting and solondz is talented enough to gain our sympathy sans gimmicks,joy
10226,i feel a bit discouraged,sadness
10227,i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger
10228,i feel thoroughly unwelcome at this school and there are individual people who are clearly deeply moved by my work and my choices,sadness
10229,i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,sadness
10230,i hope you ll consider coming out of your shell and let everyone around you feel your gorgeous personality,joy
10231,im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
10232,i also feel like i have been keeping myself intentionally stupid behind slow in the past ive known that keeping up with gaga would require getting up to light speed which transforms you into an artist and im ready to do that now an hold nothing back,sadness
10233,i feel very unfortunate to have only in the last couple days have even discovered that seventy times seven even existed and hearing the twosongs together brought somewhat of a closure to a certain part of my musical life,sadness
10234,i am feeling adventurous and after i get a little better aiming the direction of the drips i want to try to make something like this,joy
10235,i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr,joy
10236,im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,fear
10237,i stopped challenging him and always make him feel more than superior to me like magic the whole fighting stopped,joy
10238,i did not feel any emotion or was deeply saddened or stunned for that matter,surprise
10239,i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,anger
10240,i just need to express my feeling badly ignore this if i offended you,anger
10241,i feel is useful and even adding my own two cents,joy
10242,i didnt even realise just how out of control i have been feeling lately until i had a week of calm to gain some much needed perspective,joy
10243,i wont go on about the anxieties i am feeling about this is being as neurotic as me about this,fear
10244,im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them,fear
10245,i feel entertained by myself as we arrive at the park,joy
10246,ill still need chemo but at least i can feel relatively reassured about my prospects,joy
10247,i feel the skeptical looks and eye rolls when we say we need a bigger house after all we re dinks double income no kids which is prettymuch the most awesome acronym ever,fear
10248,i feel hated i feel like i dont belong and more and more i feel that i want to die,anger
10249,im not feeling obnoxious with myself anymore,anger
10250,i feel after venting to a notebook is amazing,joy
10251,im choosing to feel bad and should stop is absolutely ludicrous,sadness
10252,i function best with a lot on my plate and feel very uncomfortable with my life if i have nothing to do,fear
10253,im sure you could tell we werent feeling too adventurous with the antipasti but i found the mozzarella with the proscuito pretty good,joy
10254,i feel like there is so much more i could be doing for the community and loving children is what i excel at,love
10255,i feel frightened in a kind of a raw way,fear
10256,i have had the luxury of expressing myself and my feelings without the fear of getting beaten up or scolded,sadness
10257,i am most defensive when i feel most threatened,fear
10258,i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,fear
10259,i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,surprise
10260,i really feel devastated seeing him witness these things around him,sadness
10261,im trying to give it my good old space feeling but rest assured that will change at some point,joy
10262,i wish i knew how he was really feeling aside from reading the nervous twitches,fear
10263,i feel hopeful like things are going to be great and like things are great,joy
10264,i said on fb i was feeling strangely discontent tonight,sadness
10265,im incredibly sensitive to the cold and as such i feel that its an extremely unpleasant thing to be exposed to,sadness
10266,i started to mess around something must have distracted me cause now im feeling playful,joy
10267,i feel scared and worthless when someone doesn t love me,fear
10268,i feel my mom is simply feeling greedy is the lack of this reaction when her mom left the same type of will,anger
10269,i tend to agree and so when i feel the burn i call forth for you my aching siren s song echoing through the years and dark leaves until you arrive wet with rain and anticipation,sadness
10270,i have to admit that i was feeling distracted by the fact that i was blocking traffic,anger
10271,i feel like there are as many theories about the attacks as there is about aids and i really dont feel like that is at all acceptable,joy
10272,i feel super antisocial,joy
10273,i feel a little glad to be distant from others a bit sad,joy
10274,i feel extremely needy though i dont feel this way too often,sadness
10275,i get frustrated i either put him down or give him to todd for a break as well because again i want him to feel peace and calm feelings not frustration,joy
10276,i feel more optimistic about pakistan for now,joy
10277,i feel like the last three months are going to go by super quick because we are going to be moving in a few weeks and then just getting situated and then bam,joy
10278,i just didnt feel like taking her bitchy attitude,anger
10279,i was feeling a little nostalgic,love
10280,i did not feel in my soul that god has always been faithful to me,love
10281,i feel all betrayed and disillusioned,sadness
10282,i feel loved by family and smiled at by friends,love
10283,i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,anger
10284,i lay myself raw and bare and let the enemies attack me for feeling so emotional over something they feel is silly because i want to be honest with myself and others,sadness
10285,i tend to feel a bit cranky when i ve gone for a few days without making art,anger
10286,i feel unimportant so inadequate,sadness
10287,i would like you to start with asking yourself these questions with you feel stressed,anger
10288,i fucking love christmas so i ve compiled a list of fun things going on in the ol smoke to get you feeling festive,joy
10289,i am feeling really needy right now,sadness
10290,i feel it would be pleasant to have a cigarette there is a sort of deep rooted memory of enjoying sucking that carcenogenic smoke into my lungs but i believe that feeling of pleasantness is an illusion,joy
10291,im one of girl who feel insecure about herself always,fear
10292,i didn t need to mention our difference but i was feeling very vulnerable because of the differences and was having a bit of fear that in someway i am doing something wrong,fear
10293,i want to be able to declare how excited i am in the most sickening sing songy voice that anyone has ever heard but frankly i feel more terrified than anything,fear
10294,i am feeling kind of sympathetic towards camilla for that,love
10295,i floated through the day with my head just below the surface feeling a little melancholy depressed and couldnt seem to bring it above the water,sadness
10296,im feeling rather impatient with these rainbows bursting in my veins,anger
10297,im feeling pretty numb and focused on thinking about what needs to be done,sadness
10298,i am sometimes confused as well for a moment in a time of need when the day to pay a bill has come and we dont have the money we need i sometimes feel confused as well,fear
10299,i feel ignored and if he does message me tomorrow should i do the same to him,sadness
10300,i have to admit i always feel apprehensive to order the wings when im eating out,fear
10301,i feel those submissive feelings ill write down what i was doing or what brought them on,sadness
10302,i feel like there is a tender spot still empathizing and feeling alongside those who are suffering,love
10303,ill transfer those that i feel will be useful to next years class to the class website or specific content unit blogs or sites,joy
10304,i feel my own heart a lot to make sure i am still there,joy
10305,i remember looking out car windows as i was passengered around those first few months and feeling vaguely surprised as i was already deep in shock at how different things looked,surprise
10306,i feel the earth move death cab for cutie this charming man spoon my mathematical mind,joy
10307,i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do,fear
10308,i feel disrespected as if those of us who are so loyal to our relationships simply do not matter,love
10309,im feeling generous and yesterday was my year tpt aversary and i have slacked in the blogging since last week as ive been sick,joy
10310,i didnt feel as if i was supporting the whole conference but as i pulled gunk out of the drain in one of these sinks i wondered whether the folks who once again came through to make the conference work might be feeling some frustration if they didnt do the work nothing would be done,joy
10311,i feeling almost defeated,sadness
10312,i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for,fear
10313,i feel supporting herself and four,joy
10314,im feeling generous tonight,love
10315,i feel and yet your still hesitant to tell me,fear
10316,i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,anger
10317,i finally allowed my feelings up and accepted them and myself the internal boundary began to dissolve i began to see how i was projecting my suppressed feelings out and creating a lot of pain in and around me,joy
10318,i sort of suspected i was going to feel resentful and not really show my best side,anger
10319,i cant shake the familiar feeling that ive got precious little time left,joy
10320,i have been feeling strong and optimistic and then bam,joy
10321,i let myself feel unsuccessful,sadness
10322,i feel like i should feel contented but i am not,joy
10323,i am feeling a little bit nostalgic,love
10324,i was saying that ive been feeling unhappy besides having all those assignments im feeling unhappy also because im feeling kinda lost,sadness
10325,im feeling so irritable about todays class,anger
10326,i have a lot of moments where i will feel optimistic,joy
10327,im frightened and feeling paranoid,fear
10328,i really feel that when people consistently make us feel unimportant in the grand scheme of life,sadness
10329,i like going for a walk when im feeling troubled,sadness
10330,i was going through my years worth of photos and i feel so pleased that i have come this far,joy
10331,i have grown i m blessed i m proud to say that i am a healthy year old black male with no children and it feels good,joy
10332,i feel content i think,joy
10333,i am feeling energetic and healthy for the first time in a long time i guess an almost lb total weightloss will do that for you,joy
10334,i feel like an elegant lady now,joy
10335,i don t recall ever truly feeling sorry for myself or playing the victim and if i did it was short lived and i would move ahead,sadness
10336,i went to him personally and started talking about the way i feel and why i broke it off with him,sadness
10337,i chefs are all so friendly and make you feel valued,joy
10338,i had to work in one i would not feel quite so affectionate,love
10339,i know that i will always feel a little bit strange and out of place in the academy,surprise
10340,i look at my work and i just feel like its less than perfect but i want perfection,joy
10341,im not feeling particularly creative at the moment,joy
10342,i do and it is really starting to make me feel really distraught and upset all the time,fear
10343,i can t stand it i feel like hes spying on me and not trusting me and above all of that i feel disrespect to my personality,joy
10344,i hold space for these feelings the anger the jealousy sadness and despair the longing i can relate to those feelings but not have them devour me,love
10345,i feel pathetic i can t live like this anymore,sadness
10346,i needed to look for something to assist us because it does not bring a good feeling for her supporting the family,love
10347,i feel like a lousy person because i really cant think of anything profound to say,sadness
10348,i think my hair is feeling confused,fear
10349,i took the second test for my cognitive psychology test and i feel mentally exhausted,sadness
10350,i think the ideal preparation for birth for anybody not just me puts you in a place where you feel confident in your knowledge in your caregivers in your support system and in your body,joy
10351,i do something and i feel completely stupid when someone points out the very obvious solution,sadness
10352,i remember in particular one new years day in high school when i was feeling all tragic and melancholy and generally fifteen year old girl ish,sadness
10353,ive been feeling terrific recently because i have the worlds best friends around me who make me feel be,joy
10354,i told him how he has been making me feel unimportant and insignificant,sadness
10355,im feeling discontent with everything and its manifesting itself in destructive self sabotaging ways,sadness
10356,i feel pretty yuck and i dont really want and to get out and do anything,joy
10357,i feel weird knowing mine died when i wasn t around,surprise
10358,i know that when i take care of my body by eating well exercising and getting adequate sleep i feel more invigorated in both a physical mental and spiritual sense,joy
10359,i feel for him but the thing is he is so popular and entrenched in this gerrymandered district that he would totally be reelected as an out gay man,joy
10360,i feel like my dream is so selfish,anger
