date,time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,level
12/13/2004,14:00:00,1425,4.8,-200.0,23.3,,744.0,691.0,,1536.0,1978.0,15.0,41.4,0.7016,High
4/25/2004,12:00:00,863,1.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683,Moderate
10/3/2004,23:00:00,1079,-200.0,-200.0,7.8,890.0,-200.0,745.0,-200.0,1522.0,1000.0,20.5,64.9,1.5473,Very low
1/8/2005,20:00:00,1616,5.5,-200.0,22.4,1363.0,833.0,442.0,196.0,1701.0,1918.0,12.6,,0.9474,High
7/8/2004,13:00:00,1076,1.3,-200.0,9.9,972.0,111.0,819.0,109.0,1525.0,923.0,41.8,15.0,1.1989,High
1/4/2005,16:00:00,-200,,-200.0,-200.0,-200.0,369.0,-200.0,165.0,-200.0,-200.0,-200.0,,-200.0,High
7/21/2004,21:00:00,1261,2.9,-200.0,15.3,1158.0,122.0,628.0,120.0,,1303.0,,33.2,1.4831,High
5/3/2004,19:00:00,1407,3.7,-200.0,19.4,1279.0,163.0,660.0,120.0,2009.0,1308.0,23.5,43.7,1.2484,High
7/27/2004,11:00:00,981,-200.0,-200.0,8.5,918.0,126.0,839.0,108.0,1572.0,785.0,31.2,26.6,1.192,Very low
12/21/2004,12:00:00,897,1.7,-200.0,6.7,845.0,322.0,942.0,,943.0,787.0,7.8,36.8,0.3908,High
4/28/2004,16:00:00,1329,2.9,375.0,16.2,1185.0,140.0,768.0,121.0,1750.0,1111.0,28.4,26.0,,High
7/11/2004,4:00:00,796,0.4,-200.0,2.7,636.0,,1092.0,40.0,1387.0,576.0,20.6,,1.2041,Low
10/23/2004,21:00:00,1229,2.3,-200.0,12.2,1055.0,255.0,607.0,96.0,1668.0,,21.0,69.3,1.7058,High
6/28/2004,22:00:00,1091,1.8,-200.0,11.7,1038.0,103.0,,99.0,1786.0,1088.0,28.6,36.8,1.416,High
10/15/2004,5:00:00,879,-200.0,-200.0,3.5,681.0,-200.0,992.0,-200.0,1312.0,703.0,,81.9,1.3735,Very low
8/24/2004,2:00:00,812,0.7,-200.0,3.2,663.0,18.0,982.0,34.0,1265.0,709.0,22.8,41.3,1.1284,Low
5/29/2004,13:00:00,844,0.7,-200.0,,755.0,67.0,1284.0,64.0,1350.0,521.0,22.8,31.4,0.8615,Low
7/8/2004,1:00:00,1011,0.9,-200.0,,864.0,65.0,,79.0,1532.0,1231.0,28.4,32.5,1.2361,Low
11/18/2004,16:00:00,1362,3.8,-200.0,17.4,1223.0,541.0,535.0,212.0,1597.0,1517.0,18.3,51.0,1.0586,High
10/27/2004,9:00:00,1189,2.7,-200.0,12.7,1075.0,429.0,614.0,108.0,1652.0,1222.0,18.2,74.0,1.5343,High
1/8/2005,17:00:00,1531,4.6,-200.0,17.9,1235.0,725.0,484.0,192.0,1541.0,1742.0,13.0,61.9,0.9224,High
10/2/2004,1:00:00,1134,-200.0,-200.0,8.4,,-200.0,699.0,-200.0,1512.0,1097.0,20.6,63.4,1.5190000000000001,Very low
4/7/2004,19:00:00,1262,3.1,345.0,14.5,1133.0,157.0,774.0,129.0,1748.0,1033.0,11.3,71.3,0.9514,High
4/20/2004,21:00:00,1114,-200.0,-200.0,12.3,1059.0,-200.0,792.0,-200.0,1704.0,1182.0,16.8,50.4,0.9545,Very low
1/3/2005,23:00:00,-200,1.5,-200.0,-200.0,-200.0,268.0,,130.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
5/30/2004,14:00:00,783,0.1,-200.0,2.8,637.0,41.0,1498.0,46.0,1215.0,439.0,29.8,18.4,0.7595,Low
7/5/2004,12:00:00,1076,2.2,-200.0,12.2,,189.0,778.0,140.0,1633.0,1076.0,36.2,18.0,1.0636,High
12/28/2004,9:00:00,1456,-200.0,-200.0,23.4,1389.0,-200.0,443.0,-200.0,1808.0,1504.0,9.1,77.1,0.8947,Very low
4/24/2004,4:00:00,948,-200.0,55.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,
10/20/2004,5:00:00,1112,-200.0,-200.0,10.2,985.0,-200.0,645.0,-200.0,1544.0,1109.0,18.4,74.6,1.5631,Very low
10/14/2004,23:00:00,966,-200.0,-200.0,4.8,756.0,-200.0,908.0,-200.0,1363.0,741.0,15.9,78.1,1.4039,Very low
11/4/2004,7:00:00,908,0.8,-200.0,5.1,767.0,153.0,868.0,53.0,1272.0,807.0,17.0,68.0,1.3102,Low
7/30/2004,15:00:00,1033,-200.0,-200.0,10.8,1006.0,96.0,749.0,121.0,1564.0,725.0,39.1,18.7,1.2884,Very low
9/3/2004,18:00:00,1347,4.3,-200.0,23.2,1382.0,-200.0,529.0,-200.0,1961.0,1543.0,37.0,23.6,1.4639,High
7/31/2004,15:00:00,938,0.9,-200.0,6.1,816.0,38.0,917.0,65.0,1418.0,506.0,40.0,,1.4517,
10/15/2004,14:00:00,1067,-200.0,-200.0,13.0,1085.0,-200.0,,-200.0,1548.0,985.0,23.3,,1.1421,Very low
11/10/2004,15:00:00,1023,2.1,,9.8,971.0,448.0,752.0,98.0,1283.0,993.0,11.4,59.1,0.7963,High
2/9/2005,11:00:00,-200,2.1,-200.0,-200.0,-200.0,266.0,-200.0,165.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
5/19/2004,12:00:00,1192,,-200.0,,1097.0,118.0,796.0,113.0,1688.0,971.0,30.1,22.1,0.9281,High
9/6/2004,18:00:00,1114,2.6,-200.0,13.5,1101.0,-200.0,663.0,-200.0,1632.0,1057.0,29.6,27.7,1.1278,High
1/13/2005,23:00:00,1141,,-200.0,7.8,892.0,,686.0,101.0,1213.0,1141.0,8.0,,0.7899,High
9/27/2004,10:00:00,992,1.9,-200.0,9.1,943.0,325.0,847.0,,1351.0,936.0,22.2,33.6,0.8886,High
9/7/2004,13:00:00,986,2.2,-200.0,10.7,,-200.0,752.0,-200.0,1439.0,907.0,31.7,20.5,0.9428,High
5/10/2004,17:00:00,1137,2.5,-200.0,17.8,,132.0,749.0,104.0,1824.0,990.0,23.4,32.0,0.91,High
3/17/2004,15:00:00,1207,2.0,,10.4,994.0,135.0,1013.0,104.0,1520.0,1045.0,26.8,18.7,0.65,High
10/16/2004,19:00:00,1059,-200.0,-200.0,9.5,958.0,,787.0,-200.0,1417.0,891.0,17.9,56.9,1.1545,
9/13/2004,13:00:00,1307,3.0,,17.9,1236.0,397.0,649.0,137.0,1869.0,1356.0,32.2,34.2,1.6145,
3/27/2004,17:00:00,1119,2.3,,,1022.0,137.0,916.0,117.0,1508.0,,17.1,31.3,0.6038,High
1/3/2005,11:00:00,-200,1.7,-200.0,-200.0,-200.0,285.0,-200.0,117.0,-200.0,-200.0,,-200.0,-200.0,
11/6/2004,14:00:00,1464,,-200.0,20.9,1321.0,,475.0,132.0,1794.0,1600.0,21.7,54.8,1.4024,
11/3/2004,10:00:00,1341,3.7,-200.0,21.0,1323.0,499.0,516.0,94.0,1786.0,1522.0,23.7,49.1,1.423,High
8/11/2004,6:00:00,1074,1.1,-200.0,7.2,866.0,78.0,717.0,42.0,1768.0,1075.0,26.1,63.7,2.117,High
8/23/2004,22:00:00,895,1.2,-200.0,6.8,846.0,41.0,819.0,60.0,1371.0,787.0,26.6,30.6,1.0459,High
2/4/2005,3:00:00,1039,0.9,-200.0,5.3,777.0,-200.0,778.0,-200.0,1031.0,1082.0,2.9,,0.5523,Low
1/29/2005,14:00:00,893,1.2,-200.0,3.0,653.0,152.0,987.0,102.0,845.0,550.0,3.4,46.6,0.3668,High
9/8/2004,19:00:00,1383,4.7,,24.1,1406.0,502.0,824.0,176.0,1582.0,1678.0,29.9,22.3,0.9235,High
1/5/2005,18:00:00,1276,2.8,-200.0,13.5,1099.0,370.0,559.0,152.0,,1388.0,13.6,64.0,0.9891,High
2/15/2005,2:00:00,814,0.6,-200.0,1.3,526.0,59.0,1228.0,,740.0,352.0,8.0,32.9,0.353,Low
2/20/2005,0:00:00,1222,1.9,-200.0,7.5,880.0,269.0,684.0,173.0,1083.0,1367.0,9.4,44.7,0.5279,High
7/3/2004,15:00:00,896,0.8,-200.0,6.2,822.0,,1002.0,70.0,1391.0,722.0,37.9,15.0,0.9721,Low
5/15/2004,8:00:00,1187,2.6,-200.0,,1104.0,208.0,727.0,108.0,1721.0,1391.0,17.6,43.3,0.8647,High
11/21/2004,2:00:00,889,0.5,-200.0,4.9,760.0,195.0,968.0,120.0,,983.0,5.3,48.7,0.4364,Low
11/17/2004,22:00:00,1127,2.6,-200.0,9.2,948.0,427.0,703.0,198.0,1188.0,,10.5,61.1,0.7755,High
5/23/2004,15:00:00,1005,,-200.0,4.9,758.0,51.0,1091.0,57.0,1434.0,522.0,26.8,27.3,0.9462,High
1/1/2005,16:00:00,1102,2.1,-200.0,7.7,885.0,313.0,772.0,139.0,1051.0,1142.0,12.8,32.6,,High
2/2/2005,7:00:00,1042,2.4,-200.0,5.2,,297.0,795.0,136.0,941.0,1089.0,3.5,60.9,0.4857,High
7/30/2004,5:00:00,882,-200.0,-200.0,4.1,,52.0,894.0,52.0,1494.0,790.0,23.0,52.2,,Very low
10/18/2004,23:00:00,998,-200.0,-200.0,7.4,875.0,-200.0,,-200.0,1380.0,992.0,16.5,67.2,1.2491,Very low
3/16/2004,17:00:00,1389,2.9,199.0,15.8,1173.0,190.0,,133.0,1739.0,1363.0,28.0,19.1,0.7098,High
9/17/2004,5:00:00,755,0.3,-200.0,1.3,528.0,35.0,1472.0,24.0,1234.0,471.0,19.6,59.1,1.3346,Low
6/5/2004,19:00:00,1157,2.4,-200.0,16.1,1183.0,133.0,,111.0,1970.0,1079.0,26.6,37.9,1.2994,High
2/1/2005,21:00:00,1133,3.3,-200.0,9.8,971.0,357.0,683.0,172.0,1059.0,,7.8,41.3,0.4389,High
11/8/2004,12:00:00,827,1.2,-200.0,5.1,768.0,233.0,972.0,103.0,1040.0,671.0,13.0,40.1,0.5989,High
5/23/2004,23:00:00,968,1.0,-200.0,4.2,719.0,73.0,1081.0,76.0,1388.0,664.0,19.2,,0.9339,Moderate
7/5/2004,19:00:00,1200,,-200.0,19.1,1270.0,239.0,654.0,176.0,1906.0,1264.0,33.6,22.9,1.1747,High
12/17/2004,11:00:00,-200,5.1,-200.0,-200.0,-200.0,963.0,-200.0,198.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
2/16/2005,18:00:00,1143,2.2,-200.0,9.5,960.0,313.0,641.0,153.0,1110.0,1136.0,7.4,44.5,0.4582,High
7/12/2004,19:00:00,1091,3.4,-200.0,15.4,1161.0,210.0,682.0,128.0,1797.0,1153.0,23.6,35.7,1.0282,High
2/9/2005,16:00:00,-200,2.1,-200.0,-200.0,-200.0,215.0,,148.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
11/16/2004,2:00:00,786,0.8,-200.0,,596.0,113.0,1178.0,73.0,937.0,609.0,11.0,42.6,0.5595,Low
12/3/2004,23:00:00,1270,3.4,-200.0,14.0,1117.0,542.0,,101.0,1528.0,1290.0,13.1,78.7,1.1817,High
11/30/2004,13:00:00,1071,1.9,-200.0,,955.0,232.0,,103.0,1311.0,977.0,14.9,59.9,1.0063,High
9/12/2004,3:00:00,961,-200.0,-200.0,4.9,759.0,-200.0,943.0,-200.0,1375.0,799.0,22.4,53.6,1.4379,Very low
12/28/2004,16:00:00,1252,-200.0,-200.0,15.5,1164.0,-200.0,559.0,-200.0,1474.0,1257.0,13.6,52.8,0.8177,Very low
8/17/2004,0:00:00,959,0.9,-200.0,5.5,787.0,45.0,830.0,54.0,1460.0,821.0,26.5,40.7,1.3873,Low
11/13/2004,8:00:00,1157,2.1,-200.0,9.7,967.0,421.0,678.0,124.0,1365.0,1087.0,14.9,64.1,1.0773,High
6/17/2004,1:00:00,1017,2.1,-200.0,9.9,975.0,109.0,822.0,95.0,1722.0,1014.0,20.9,51.0,1.2446,High
9/24/2004,2:00:00,923,0.7,-200.0,4.6,744.0,80.0,908.0,64.0,1394.0,815.0,22.3,55.8,1.4828,Low
9/1/2004,15:00:00,1028,2.0,-200.0,12.3,1060.0,213.0,686.0,108.0,,806.0,33.3,24.4,1.232,High
4/5/2004,22:00:00,1196,1.7,160.0,7.7,885.0,85.0,884.0,89.0,1589.0,973.0,17.4,51.8,1.023,High
11/13/2004,1:00:00,952,1.5,-200.0,4.9,758.0,216.0,876.0,111.0,1203.0,794.0,15.6,60.1,1.0557,High
11/5/2004,9:00:00,1601,6.2,-200.0,37.9,1727.0,725.0,389.0,118.0,,1718.0,16.5,69.3,1.2897,High
2/12/2005,21:00:00,1795,5.2,-200.0,23.2,,894.0,410.0,262.0,1609.0,2355.0,,56.9,0.7506,High
11/27/2004,15:00:00,1568,4.6,-200.0,19.4,1280.0,741.0,479.0,174.0,1703.0,1774.0,16.3,,1.2596,High
6/8/2004,4:00:00,734,0.3,-200.0,1.4,538.0,19.0,1449.0,30.0,1400.0,514.0,21.0,53.1,1.3031,Low
5/28/2004,15:00:00,1026,1.7,-200.0,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,,18.9,0.7692,High
9/29/2004,14:00:00,1104,2.4,-200.0,13.5,1099.0,290.0,698.0,129.0,1483.0,1147.0,26.4,,0.9658,High
1/11/2005,11:00:00,1392,3.2,-200.0,15.6,1166.0,549.0,519.0,153.0,1488.0,1624.0,13.4,59.9,0.9143,High
9/12/2004,9:00:00,1097,-200.0,-200.0,6.5,833.0,-200.0,853.0,-200.0,1470.0,1015.0,24.8,48.2,1.4883,
2/13/2005,3:00:00,1458,2.7,-200.0,11.3,1024.0,-200.0,530.0,-200.0,1413.0,1571.0,9.6,78.7,0.9429,High
3/27/2004,20:00:00,1258,2.8,270.0,12.2,,174.0,841.0,119.0,1633.0,1244.0,13.6,44.9,0.6991,High
10/18/2004,12:00:00,1163,-200.0,-200.0,16.0,1179.0,-200.0,608.0,-200.0,1641.0,1180.0,22.2,43.2,1.1427,Very low
4/26/2004,14:00:00,942,1.3,104.0,5.4,785.0,86.0,1065.0,77.0,1365.0,571.0,19.7,32.5,0.7396,High
6/24/2004,8:00:00,1059,1.5,-200.0,8.6,926.0,111.0,783.0,77.0,1750.0,989.0,24.7,45.9,1.4061,High
1/22/2005,0:00:00,1535,2.6,-200.0,20.1,1300.0,977.0,483.0,223.0,1524.0,1725.0,,76.8,0.7904,High
2/5/2005,15:00:00,891,0.8,-200.0,3.3,668.0,147.0,,110.0,819.0,549.0,9.7,30.8,0.3716,Low
5/29/2004,0:00:00,1044,1.8,-200.0,9.2,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,High
9/19/2004,18:00:00,1254,3.8,-200.0,16.8,1204.0,413.0,668.0,179.0,1655.0,1338.0,,31.4,1.3074,
6/19/2004,19:00:00,-200,1.6,-200.0,-200.0,-200.0,72.0,-200.0,77.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
8/23/2004,12:00:00,902,1.3,,5.9,808.0,57.0,912.0,64.0,1408.0,632.0,34.4,23.5,1.2541,High
8/12/2004,22:00:00,989,1.2,,6.0,814.0,53.0,845.0,65.0,1657.0,680.0,28.6,53.7,2.0691,High
8/15/2004,10:00:00,938,1.0,-200.0,5.3,778.0,46.0,896.0,56.0,1520.0,700.0,32.1,34.0,1.6039,Moderate
6/26/2004,9:00:00,1117,2.4,-200.0,14.0,1118.0,184.0,716.0,,1791.0,1323.0,24.5,34.3,1.0407,High
2/12/2005,23:00:00,1738,4.5,-200.0,20.4,1309.0,743.0,424.0,231.0,1543.0,2494.0,10.1,,0.7379,High
10/29/2004,6:00:00,1069,1.3,-200.0,7.7,889.0,242.0,738.0,91.0,1469.0,976.0,19.3,71.6,1.5844,High
7/27/2004,2:00:00,838,-200.0,-200.0,4.1,719.0,27.0,949.0,49.0,1466.0,707.0,25.8,40.9,1.3377,Very low
8/5/2004,10:00:00,1135,-200.0,-200.0,11.4,1030.0,-200.0,662.0,-200.0,1789.0,1104.0,31.7,36.7,1.6843,Very low
2/5/2005,14:00:00,903,1.1,-200.0,3.7,696.0,180.0,932.0,129.0,850.0,629.0,9.3,33.1,0.3874,High
9/14/2004,6:00:00,1087,-200.0,-200.0,9.6,964.0,-200.0,774.0,-200.0,1633.0,1103.0,21.3,59.4,1.4918,Very low
5/29/2004,9:00:00,841,0.5,-200.0,4.0,713.0,73.0,1326.0,68.0,,,19.2,,0.8728,Low
1/31/2005,6:00:00,814,0.4,-200.0,0.6,449.0,54.0,1363.0,50.0,674.0,328.0,3.7,37.5,0.3012,Low
5/21/2004,9:00:00,1417,,-200.0,20.2,1303.0,244.0,635.0,139.0,1964.0,1752.0,20.7,,0.9639,High
1/30/2005,15:00:00,840,0.9,-200.0,1.8,566.0,101.0,1176.0,76.0,717.0,368.0,7.6,27.9,0.2927,Low
7/22/2004,9:00:00,1362,-200.0,-200.0,17.5,1225.0,252.0,551.0,158.0,2003.0,,28.1,42.0,1.5735,Very low
7/21/2004,19:00:00,1416,3.8,-200.0,,1339.0,165.0,544.0,163.0,1998.0,1492.0,36.1,25.5,1.4949,High
7/26/2004,7:00:00,1150,-200.0,,11.2,1020.0,180.0,686.0,116.0,1842.0,1169.0,26.5,46.3,1.5768,Very low
11/29/2004,3:00:00,1032,,-200.0,4.9,757.0,-200.0,837.0,-200.0,1182.0,1001.0,9.5,81.7,0.9693,High
2/9/2005,17:00:00,-200,2.3,-200.0,-200.0,-200.0,257.0,-200.0,176.0,-200.0,,-200.0,-200.0,-200.0,
6/3/2004,0:00:00,996,-200.0,,7.3,868.0,69.0,957.0,51.0,1741.0,857.0,20.8,64.8,1.568,Very low
11/1/2004,19:00:00,1291,4.1,-200.0,15.8,1174.0,465.0,567.0,91.0,1746.0,,21.7,67.3,1.7256,High
5/14/2004,9:00:00,1148,3.3,-200.0,,1104.0,258.0,723.0,138.0,1713.0,1301.0,21.0,37.9,0.9313,High
3/15/2004,3:00:00,1078,1.1,44.0,4.4,734.0,-200.0,1128.0,,1487.0,1021.0,12.6,63.5,0.9229999999999999,High
10/4/2004,16:00:00,1364,-200.0,-200.0,21.1,1328.0,-200.0,528.0,-200.0,1898.0,1395.0,28.9,36.3,1.4291,Very low
1/13/2005,20:00:00,1283,2.9,-200.0,13.3,1093.0,,581.0,129.0,1354.0,1356.0,11.0,67.1,0.8766,High
2/8/2005,21:00:00,-200,1.9,-200.0,-200.0,-200.0,293.0,-200.0,187.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
10/14/2004,2:00:00,740,,-200.0,1.1,506.0,-200.0,1333.0,-200.0,1074.0,469.0,14.9,56.4,0.9474,Very low
7/21/2004,22:00:00,1295,3.1,-200.0,17.0,1211.0,134.0,602.0,120.0,1917.0,1404.0,30.1,35.8,1.5034,High
6/2/2004,20:00:00,1109,-200.0,-200.0,11.8,1042.0,140.0,834.0,95.0,1888.0,998.0,24.5,,1.5454,Very low
11/15/2004,6:00:00,704,0.4,-200.0,0.8,478.0,55.0,1498.0,41.0,821.0,348.0,10.4,37.4,0.4717,Low
7/5/2004,16:00:00,1087,1.8,,11.1,1018.0,130.0,791.0,132.0,1624.0,883.0,,16.1,1.1699,
12/14/2004,17:00:00,-200,7.4,-200.0,-200.0,-200.0,1159.0,,257.0,-200.0,-200.0,-200.0,,-200.0,High
9/17/2004,15:00:00,990,1.6,-200.0,9.4,956.0,216.0,872.0,82.0,1476.0,826.0,23.6,43.2,1.2433,High
4/9/2004,0:00:00,-200,2.4,189.0,-200.0,-200.0,,,109.0,-200.0,-200.0,-200.0,-200.0,,High
6/20/2004,16:00:00,-200,1.1,-200.0,-200.0,-200.0,53.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
9/10/2004,11:00:00,1135,2.5,-200.0,15.7,1170.0,429.0,867.0,144.0,1523.0,1189.0,32.8,18.9,0.9234,High
1/14/2005,1:00:00,1090,1.8,-200.0,6.4,830.0,,744.0,98.0,1125.0,1056.0,7.1,73.9,0.7515,High
4/12/2004,16:00:00,1035,1.4,69.0,3.1,660.0,,1222.0,82.0,1301.0,533.0,,70.5,0.8581,High
8/10/2004,10:00:00,1230,2.6,-200.0,14.5,1133.0,164.0,604.0,90.0,1909.0,1413.0,33.6,35.7,1.8229,High
10/3/2004,10:00:00,1250,,-200.0,10.7,1003.0,-200.0,647.0,-200.0,1638.0,1217.0,23.5,54.5,1.5553,Very low
6/16/2004,18:00:00,1048,2.3,-200.0,12.6,1070.0,111.0,807.0,106.0,1737.0,842.0,31.3,25.4,,High
6/7/2004,22:00:00,979,,-200.0,8.9,937.0,94.0,919.0,101.0,1683.0,858.0,23.3,44.5,1.2566,High
8/13/2004,7:00:00,1076,1.6,-200.0,8.6,924.0,101.0,720.0,80.0,1806.0,909.0,26.0,61.9,2.0511,High
11/1/2004,0:00:00,1353,3.2,-200.0,,1176.0,318.0,584.0,69.0,1723.0,2150.0,20.1,71.3,1.6564,High
7/9/2004,5:00:00,932,0.6,-200.0,3.9,707.0,58.0,1011.0,61.0,1509.0,554.0,,42.8,1.4713,Low
4/3/2004,4:00:00,986,0.8,57.0,3.0,651.0,60.0,1145.0,74.0,1380.0,891.0,14.5,58.0,0.9488,Low
8/17/2004,2:00:00,867,0.5,-200.0,2.9,645.0,23.0,1001.0,36.0,1385.0,656.0,25.7,43.8,1.4233,Low
1/8/2005,15:00:00,1375,3.1,-200.0,12.8,1076.0,495.0,,180.0,1377.0,1599.0,12.9,59.0,0.8736,High
9/25/2004,9:00:00,867,1.0,-200.0,,744.0,,1067.0,52.0,1207.0,594.0,16.9,47.7,0.9142,Moderate
12/2/2004,20:00:00,1713,7.8,-200.0,36.6,1699.0,1020.0,371.0,161.0,2196.0,1943.0,15.4,73.0,1.2648,High
7/19/2004,13:00:00,1102,-200.0,-200.0,10.8,1007.0,120.0,777.0,131.0,1534.0,880.0,39.2,16.4,1.1439,Very low
6/9/2004,9:00:00,1201,2.9,-200.0,17.5,1224.0,265.0,701.0,146.0,1987.0,1532.0,25.1,43.0,1.3488,High
7/16/2004,21:00:00,1102,2.9,-200.0,16.5,1195.0,196.0,690.0,149.0,,1325.0,28.5,27.8,1.0665,High
5/19/2004,13:00:00,1233,2.2,-200.0,15.2,,116.0,746.0,115.0,1740.0,1000.0,31.0,22.9,1.0144,High
4/10/2004,20:00:00,1123,2.4,277.0,10.5,996.0,172.0,861.0,133.0,,1033.0,14.8,41.5,0.6929,High
6/5/2004,13:00:00,896,1.4,-200.0,8.4,917.0,83.0,1017.0,72.0,1577.0,704.0,30.3,25.2,1.0652,High
1/20/2005,4:00:00,810,0.6,-200.0,0.7,470.0,41.0,1315.0,40.0,863.0,412.0,7.8,54.2,0.5755,Low
9/30/2004,13:00:00,1200,1.7,-200.0,11.2,1021.0,223.0,678.0,101.0,1510.0,1157.0,24.6,44.1,1.3477,High
11/29/2004,12:00:00,1551,5.0,-200.0,23.0,1377.0,1000.0,564.0,168.0,1734.0,2038.0,15.3,63.2,1.0898,High
11/14/2004,7:00:00,649,0.2,-200.0,0.2,397.0,25.0,2062.0,21.0,798.0,261.0,10.2,41.9,,Low
5/8/2004,14:00:00,945,-200.0,-200.0,4.3,726.0,-200.0,1053.0,-200.0,1432.0,637.0,16.3,55.3,1.0146,Very low
10/1/2004,23:00:00,1160,-200.0,-200.0,9.1,944.0,-200.0,686.0,,,1162.0,20.8,64.1,1.554,Very low
2/23/2005,7:00:00,917,0.7,-200.0,2.2,597.0,152.0,1084.0,117.0,994.0,602.0,4.5,76.3,0.648,Low
10/9/2004,2:00:00,1150,1.4,-200.0,7.3,871.0,155.0,697.0,58.0,1502.0,1030.0,21.1,64.5,1.594,High
2/23/2005,1:00:00,952,1.1,-200.0,3.2,665.0,146.0,907.0,119.0,1007.0,703.0,4.0,,0.6517,High
1/5/2005,11:00:00,1674,5.2,-200.0,22.9,1376.0,992.0,438.0,198.0,1643.0,2098.0,11.2,61.9,0.8226,High
12/12/2004,20:00:00,1235,3.1,-200.0,12.4,1065.0,409.0,640.0,133.0,1213.0,1594.0,11.3,50.1,0.672,High
2/10/2005,22:00:00,-200,2.7,-200.0,-200.0,-200.0,345.0,-200.0,194.0,-200.0,-200.0,,-200.0,-200.0,High
9/4/2004,14:00:00,1013,1.4,-200.0,7.9,897.0,-200.0,798.0,-200.0,1351.0,594.0,37.3,20.3,1.2771,High
12/26/2004,17:00:00,1226,2.1,-200.0,6.9,,321.0,725.0,129.0,1307.0,1029.0,13.6,68.9,1.0661,High
1/14/2005,13:00:00,1280,3.3,-200.0,17.4,1222.0,525.0,526.0,,1519.0,,11.0,60.9,0.7966,High
10/19/2004,16:00:00,1267,-200.0,-200.0,15.1,1151.0,-200.0,593.0,-200.0,1671.0,1528.0,21.7,57.6,,Very low
10/10/2004,20:00:00,1105,1.6,-200.0,8.1,905.0,239.0,734.0,72.0,1576.0,950.0,21.2,67.7,1.6848,High
6/5/2004,6:00:00,963,1.2,-200.0,7.9,894.0,131.0,942.0,91.0,1702.0,1065.0,19.7,58.4,1.3254,High
11/10/2004,8:00:00,958,1.4,-200.0,5.8,803.0,267.0,910.0,128.0,1172.0,738.0,7.1,77.9,0.7914,High
6/27/2004,12:00:00,939,1.1,-200.0,6.3,828.0,59.0,991.0,74.0,1486.0,639.0,37.8,18.5,1.1977,High
12/25/2004,9:00:00,1288,2.5,-200.0,9.4,956.0,340.0,623.0,121.0,1272.0,1553.0,9.0,70.8,0.8173,High
8/16/2004,20:00:00,1005,1.6,-200.0,8.5,919.0,81.0,788.0,87.0,1543.0,,30.4,30.9,1.3219,High
12/1/2004,23:00:00,1060,,-200.0,7.5,877.0,327.0,1648.0,107.0,,929.0,11.3,83.1,1.1089,High
4/15/2004,0:00:00,1036,-200.0,-200.0,4.7,746.0,-200.0,1034.0,-200.0,1364.0,993.0,12.3,57.6,0.8223,Very low
4/10/2004,9:00:00,1112,2.0,157.0,8.8,931.0,124.0,869.0,84.0,1588.0,1011.0,15.0,53.1,0.8993,High
9/19/2004,0:00:00,1149,2.2,-200.0,10.5,996.0,255.0,754.0,104.0,1534.0,,21.3,50.5,1.2652,High
1/27/2005,17:00:00,906,1.5,-200.0,5.1,769.0,224.0,913.0,142.0,865.0,726.0,6.5,32.4,0.3155,High
2/4/2005,12:00:00,1056,,-200.0,7.0,857.0,309.0,735.0,169.0,1028.0,1117.0,15.0,28.5,0.4821,High
2/2/2005,15:00:00,984,1.9,-200.0,8.3,913.0,326.0,762.0,127.0,930.0,990.0,14.1,18.1,,High
4/10/2004,5:00:00,970,1.0,89.0,4.0,708.0,81.0,1121.0,55.0,1435.0,842.0,10.2,73.4,,Moderate
8/4/2004,18:00:00,1049,-200.0,-200.0,8.7,927.0,-200.0,750.0,-200.0,1659.0,727.0,34.0,33.2,1.7395,Very low
9/24/2004,18:00:00,1120,2.8,-200.0,10.4,993.0,306.0,725.0,119.0,1565.0,962.0,16.3,73.9,1.3601,High
6/25/2004,7:00:00,1138,2.6,-200.0,14.8,1141.0,199.0,671.0,104.0,1927.0,1197.0,21.5,51.8,1.3129,High
8/22/2004,7:00:00,856,-200.0,-200.0,4.5,735.0,-200.0,936.0,-200.0,1455.0,800.0,19.6,63.7,1.4419,Very low
10/8/2004,7:00:00,1606,5.7,-200.0,31.2,1578.0,665.0,440.0,,,1786.0,19.4,66.5,1.4801,High
10/31/2004,18:00:00,1571,6.6,-200.0,30.3,1559.0,544.0,440.0,106.0,2277.0,1516.0,21.7,66.6,1.7077,High
8/14/2004,22:00:00,935,1.0,-200.0,5.2,774.0,43.0,825.0,53.0,1562.0,687.0,27.1,48.2,1.7075,Moderate
5/13/2004,3:00:00,815,0.4,-200.0,1.4,538.0,-200.0,1412.0,-200.0,1272.0,379.0,16.0,53.7,0.9723,Low
