"amount","account_id","memo","transaction_date","processed_Memo","name"
"5391","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -FCDQ","2018-09-17 00:00:00","misc payment fcdq","checking"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 1398 -TORONTO TAXES","2018-09-17 00:00:00","www payment toronto taxes","checking"
"92600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0302","2018-09-17 00:00:00","interac e trf","checking"
"-5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5596","2018-09-17 00:00:00","www transfer","checking"
"3164","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-3210 -JOE ROCKHEAD S","2018-09-17 00:00:00","c idp purchase joe rockhead s","checking"
"5000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 5596","2018-09-17 00:00:00","www trf dda","savings"
"-141500","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20182591943103F44","2018-09-17 00:00:00","interac e transfer received f","checking"
"14500","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 3980","2018-09-14 00:00:00","www trf dda","savings"
"-14500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3980","2018-09-14 00:00:00","www transfer","checking"
"1819","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 4098 -BANKNOTE BAR","2018-09-14 00:00:00","idp purchase banknote bar","checking"
"19100","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 5644 -ROGERS BANK","2018-09-14 00:00:00","www payment rogers bank","checking"
"14500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3699","2018-09-14 00:00:00","interac e trf","checking"
"-513952","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PAYROLL DEPOSIT -IDS MANAGEMENT","2018-09-14 00:00:00","payroll deposit ids management","checking"
"1500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7083","2018-09-11 00:00:00","www transfer","checking"
"32000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 0315","2018-09-10 00:00:00","www transfer","checking"
"-28400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3290","2018-09-10 00:00:00","www transfer","checking"
"28400","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 3290","2018-09-10 00:00:00","www trf dda","savings"
"14200","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 2828","2018-09-07 00:00:00","interac e trf","checking"
"-100000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 9629","2018-09-06 00:00:00","www transfer","savings"
"100000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 9629","2018-09-06 00:00:00","www trf dda","checking"
"-120000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MOBILE DEP- 8133","2018-09-06 00:00:00","mobile dep","checking"
"4300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 7397","2018-09-06 00:00:00","interac e trf","checking"
"2400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 0500","2018-09-05 00:00:00","www transfer","checking"
"-4","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","DEPOSIT INTEREST","2018-09-04 00:00:00","deposit interest","savings"
"-10000","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","WWW TRANSFER - 4549","2018-09-04 00:00:00","www transfer","savings"
"-119","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","DEPOSIT INTEREST","2018-09-04 00:00:00","deposit interest","savings"
"-198900","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","WWW TRANSFER - 3383","2018-09-04 00:00:00","www transfer","savings"
"397800","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","WWW TRF DDA - 5596","2018-09-04 00:00:00","www trf dda","savings"
"100000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 4379","2018-09-04 00:00:00","www trf dda","savings"
"-60000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 5922","2018-09-04 00:00:00","www transfer","savings"
"-10000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 2403","2018-09-04 00:00:00","www transfer","savings"
"-952","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","DEPOSIT INTEREST","2018-09-04 00:00:00","deposit interest","savings"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 0275","2018-09-04 00:00:00","www trf dda","checking"
"2000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3968","2018-09-04 00:00:00","interac e trf","checking"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 7961 -TORONTO TAXES","2018-09-04 00:00:00","www payment toronto taxes","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 4361 -PETRO-CANADA","2018-09-04 00:00:00","idp purchase petro canada","checking"
"-55000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3701","2018-09-04 00:00:00","interac e trf","checking"
"413635","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MORTGAGE PAYMENT","2018-09-04 00:00:00","mortgage payment","checking"
"-16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6042","2018-09-04 00:00:00","www transfer","checking"
"-90000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-6187","2018-09-04 00:00:00","www3rd pty dep","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 0331","2018-09-04 00:00:00","www trf dda","checking"
"90000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4835","2018-09-04 00:00:00","www trf dda","checking"
"774","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-09-04 00:00:00","starbucks","checking"
"198900","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 3383","2018-09-04 00:00:00","www trf dda","checking"
"209","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Tim Hortons","2018-09-04 00:00:00","tim hortons","checking"
"18770","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 8186 -METRO #63","2018-09-04 00:00:00","idp purchase metro","checking"
"20000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7183","2018-09-04 00:00:00","www transfer","checking"
"64600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 8382","2018-09-04 00:00:00","www trf dda","checking"
"-100000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4379","2018-09-04 00:00:00","www transfer","checking"
"-140000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 4911","2018-09-04 00:00:00","interac e trf","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 2403","2018-09-04 00:00:00","www trf dda","checking"
"55000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER SENT 2018245145741E580","2018-09-04 00:00:00","interac e transfer sent e","checking"
"8500","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-09-04 00:00:00","tf","checking"
"-64600","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 8382","2018-09-04 00:00:00","www transfer","savings"
"-1","yePzMYDrJ8TVDE93p3DosK6Rb93JrzcO0MDq9","DEPOSIT INTEREST","2018-09-04 00:00:00","deposit interest","checking"
"-2","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","DEPOSIT INTEREST","2018-09-04 00:00:00","deposit interest","checking"
"16000","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRF DDA - 6042","2018-09-04 00:00:00","www trf dda","checking"
"-16000","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRANSFER - 0275","2018-09-04 00:00:00","www transfer","checking"
"5650","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 0695","2018-09-04 00:00:00","www transfer","checking"
"2951","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PROPERTY INSURANCE -CERTAS H & A","2018-09-04 00:00:00","property insurance certas h a","checking"
"2000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-09-04 00:00:00","misc payment paypal","checking"
"-176000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5719","2018-09-04 00:00:00","www transfer","checking"
"63300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0251","2018-09-04 00:00:00","interac e trf","checking"
"100000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4579","2018-09-04 00:00:00","www trf dda","checking"
"11064","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 8576 -COCO'S RESTAURA","2018-09-04 00:00:00","idp purchase coco s restaura","checking"
"774","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-09-04 00:00:00","starbucks","checking"
"-100000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-9561","2018-09-04 00:00:00","www3rd pty dep","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4549","2018-09-04 00:00:00","www trf dda","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 9756","2018-09-04 00:00:00","interac e trf","checking"
"60000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 5922","2018-09-04 00:00:00","www trf dda","checking"
"5300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5765","2018-09-04 00:00:00","interac e trf","checking"
"-10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5474","2018-09-04 00:00:00","www transfer","checking"
"-8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4658","2018-09-04 00:00:00","www transfer","checking"
"20000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 4443","2018-09-04 00:00:00","interac e trf","checking"
"847","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-6998 -SUBWAY # 22210","2018-09-04 00:00:00","c idp purchase subway","checking"
"176000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7431","2018-09-04 00:00:00","www transfer","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 0244 -MARKHAM TAXES","2018-09-04 00:00:00","www payment markham taxes","checking"
"9000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5987","2018-09-04 00:00:00","interac e trf","checking"
"7633","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-0603 -IKEA ETOBICOKE","2018-09-04 00:00:00","c idp purchase ikea etobicoke","checking"
"400441","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MORTGAGE -Simplii FI","2018-09-04 00:00:00","mortgage simplii fi","checking"
"-190000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MOBILE DEP- 0665","2018-09-04 00:00:00","mobile dep","checking"
"-325300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 9988","2018-09-04 00:00:00","www transfer","checking"
"-397800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5596","2018-09-04 00:00:00","www transfer","checking"
"140000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4445","2018-09-04 00:00:00","www trf dda","checking"
"-90000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 4835","2018-09-04 00:00:00","www transfer","savings"
"176000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 5719","2018-09-04 00:00:00","www trf dda","savings"
"-100000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 4579","2018-09-04 00:00:00","www transfer","savings"
"-140000","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 4445","2018-09-04 00:00:00","www transfer","savings"
"-37","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","DEPOSIT INTEREST","2018-09-04 00:00:00","deposit interest","savings"
"325300","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRF DDA - 9988","2018-09-04 00:00:00","www trf dda","savings"
"10000","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","WWW TRF DDA - 5474","2018-09-04 00:00:00","www trf dda","savings"
"11100","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0000000022199032604","2018-09-04 00:00:00","tf","checking"
"61600","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0000000022199032604","2018-09-04 00:00:00","tf","checking"
"-8800","yePzMYDrJ8TVDE93p3DosK6Rb93JrzcO0MDq9","WWW TRANSFER - 0331","2018-09-04 00:00:00","www transfer","checking"
"8800","yePzMYDrJ8TVDE93p3DosK6Rb93JrzcO0MDq9","WWW TRF DDA - 4658","2018-09-04 00:00:00","www trf dda","checking"
"-5000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 5812","2018-08-31 00:00:00","www transfer","savings"
"3000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","PREMIUM PLAN","2018-08-31 00:00:00","premium plan","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 5812","2018-08-31 00:00:00","www trf dda","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 1161","2018-08-31 00:00:00","www trf dda","checking"
"-521509","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PAYROLL DEPOSIT -IDS MANAGEMENT","2018-08-31 00:00:00","payroll deposit ids management","checking"
"-5000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 1161","2018-08-31 00:00:00","www transfer","savings"
"7500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 7216","2018-08-30 00:00:00","www trf dda","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 3100 -ROGERS BANK","2018-08-30 00:00:00","www payment rogers bank","checking"
"-255000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5198","2018-08-30 00:00:00","interac e trf","checking"
"23400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 2338","2018-08-30 00:00:00","www trf dda","checking"
"6000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3117","2018-08-30 00:00:00","www transfer","checking"
"210000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 3009","2018-08-30 00:00:00","www trf dda","checking"
"-7500","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 7216","2018-08-30 00:00:00","www transfer","savings"
"-23400","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 2338","2018-08-30 00:00:00","www transfer","savings"
"-210000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 3009","2018-08-30 00:00:00","www transfer","savings"
"7000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 5235","2018-08-29 00:00:00","www trf dda","savings"
"20000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4841","2018-08-29 00:00:00","www trf dda","checking"
"-20000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 2465","2018-08-29 00:00:00","interac e trf","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 8664 -52582-ESSO-553","2018-08-29 00:00:00","idp purchase esso","checking"
"-7000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5235","2018-08-29 00:00:00","www transfer","checking"
"-20000","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 4841","2018-08-29 00:00:00","www transfer","savings"
"2000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 8042","2018-08-28 00:00:00","www trf dda","savings"
"2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INVESTMENT -SPECIAL DEPOSIT","2018-08-28 00:00:00","investment special deposit","checking"
"-2000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 8042","2018-08-28 00:00:00","www transfer","checking"
"-100000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 2673","2018-08-28 00:00:00","interac e trf","checking"
"1999","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-08-28 00:00:00","misc payment paypal","checking"
"100000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 0988","2018-08-28 00:00:00","www trf dda","checking"
"4602","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","HYDRO BILL PMT -TORONTO HYDRO","2018-08-28 00:00:00","hydro bill pmt toronto hydro","checking"
"-100000","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 0988","2018-08-28 00:00:00","www transfer","savings"
"23400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5627","2018-08-27 00:00:00","www transfer","checking"
"210000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 1298","2018-08-27 00:00:00","interac e trf","checking"
"-23400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5600","2018-08-27 00:00:00","www transfer","checking"
"-210000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6749","2018-08-27 00:00:00","www transfer","checking"
"210000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 6749","2018-08-27 00:00:00","www trf dda","savings"
"23400","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 5600","2018-08-27 00:00:00","www trf dda","savings"
"2000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 8877","2018-08-24 00:00:00","www trf dda","savings"
"160","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Tim Hortons","2018-08-24 00:00:00","tim hortons","checking"
"-2000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 8877","2018-08-24 00:00:00","www transfer","checking"
"1495","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MONTHLY FEE","2018-08-23 00:00:00","monthly fee","checking"
"33299","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-08-22 00:00:00","misc payment paypal","checking"
"3787","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-2941 -COOP STE FOY BO","2018-08-22 00:00:00","c idp purchase coop ste foy bo","checking"
"-33000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-6076","2018-08-22 00:00:00","www3rd pty dep","checking"
"-8000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-9749","2018-08-22 00:00:00","www3rd pty dep","checking"
"955","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-08-22 00:00:00","starbucks","checking"
"3000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3847","2018-08-22 00:00:00","www transfer","checking"
"-3500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-9255","2018-08-21 00:00:00","www3rd pty dep","checking"
"951","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-08-21 00:00:00","misc payment paypal","checking"
"3500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5429","2018-08-21 00:00:00","www transfer","checking"
"-2500","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 8913","2018-08-20 00:00:00","www transfer","savings"
"2500","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 9577","2018-08-20 00:00:00","www trf dda","savings"
"2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 8913","2018-08-20 00:00:00","www trf dda","checking"
"-2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 9577","2018-08-20 00:00:00","www transfer","checking"
"-8900","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-5729","2018-08-20 00:00:00","www3rd pty dep","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 7024 -SHELL C21694","2018-08-20 00:00:00","idp purchase shell c","checking"
"15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5700","2018-08-20 00:00:00","www transfer","checking"
"-2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-7832","2018-08-20 00:00:00","www3rd pty dep","checking"
"526","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9992 -DOLLARAMA # 760","2018-08-20 00:00:00","c idp purchase dollarama","checking"
"-2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 1706","2018-08-20 00:00:00","www transfer","checking"
"2329","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 8701 -RESTAURANT EGGS","2018-08-20 00:00:00","idp purchase restaurant eggs","checking"
"8900","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5773","2018-08-20 00:00:00","www transfer","checking"
"606","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-8695 -SUPER C ST LEON","2018-08-20 00:00:00","c idp purchase super c st leon","checking"
"30000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6698","2018-08-20 00:00:00","www transfer","checking"
"-5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-8030","2018-08-20 00:00:00","www3rd pty dep","checking"
"-15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-8810","2018-08-20 00:00:00","www3rd pty dep","checking"
"2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4990","2018-08-20 00:00:00","www transfer","checking"
"-30000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-4972","2018-08-20 00:00:00","www3rd pty dep","checking"
"-5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-4681","2018-08-20 00:00:00","www3rd pty dep","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 2887 -ONROUTE PORT HO","2018-08-20 00:00:00","idp purchase onroute port ho","checking"
"-5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-0866","2018-08-20 00:00:00","www3rd pty dep","checking"
"160","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Tim Hortons","2018-08-20 00:00:00","tim hortons","checking"
"2500","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 1706","2018-08-20 00:00:00","www trf dda","savings"
"16000","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","WWW TRF DDA - 4468","2018-08-17 00:00:00","www trf dda","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 0353","2018-08-17 00:00:00","www transfer","checking"
"16590","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-08-17 00:00:00","misc payment paypal","checking"
"-16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4468","2018-08-17 00:00:00","www transfer","checking"
"1818","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Domino's","2018-08-17 00:00:00","domino s","checking"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 2969 -MARKHAM TAXES","2018-08-17 00:00:00","www payment markham taxes","checking"
"2070","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 8858 -BANKNOTE BAR","2018-08-17 00:00:00","idp purchase banknote bar","checking"
