Id,MSSubClass,LotArea,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscVal,YrSold,SalePrice
384,45,9000,Gtl,1.5Unf,6,3,1928,0,784,GasA,N,784,0,784,1,0,2,5,0,2,360,N,0,0,0,2009,76000
385,60,53107,Mod,2Story,6,5,1992,0,1580,GasA,Y,1079,874,1953,2,1,3,9,2,2,501,Y,216,231,0,2007,240000
386,120,3182,Gtl,1Story,8,5,2004,16,1256,GasA,Y,1269,0,1269,2,0,2,6,1,2,430,Y,146,20,0,2010,192000
387,50,8410,Gtl,1.5Fin,5,3,1910,0,658,GasA,Y,658,526,1184,1,0,5,8,0,0,0,N,0,151,0,2006,81000
388,80,7200,Gtl,SLvl,6,6,1976,255,1041,GasA,Y,1125,0,1125,1,0,3,6,1,1,352,Y,296,0,0,2009,125000
389,20,9382,Gtl,1Story,7,5,1999,125,1468,GasA,Y,1479,0,1479,2,0,3,6,0,2,577,Y,120,25,0,2008,191000
390,60,12474,Gtl,2Story,10,5,2007,272,1682,GasA,Y,1742,590,2332,2,1,3,9,1,3,846,Y,196,134,0,2008,426000
391,50,8405,Gtl,1.5Fin,5,8,1900,0,861,GasA,Y,961,406,1367,1,0,4,7,0,1,384,Y,0,130,0,2008,119000
392,60,12209,Gtl,2Story,6,5,2001,0,804,GasA,Y,804,1157,1961,2,1,3,7,1,2,560,Y,125,192,0,2009,215000
393,20,8339,Gtl,1Story,5,7,1959,0,0,GasA,Y,882,0,882,1,0,3,5,0,1,294,Y,0,0,1200,2007,106500
394,30,7446,Gtl,1Story,4,5,1941,0,788,GasA,Y,788,0,788,1,0,2,4,2,0,0,Y,0,0,0,2006,100000
395,50,10134,Gtl,1.5Fin,5,6,1940,0,735,GasA,Y,735,299,1034,1,0,2,5,0,1,240,Y,0,39,0,2007,109000
396,20,9571,Gtl,1Story,5,6,1956,0,1144,GasA,Y,1144,0,1144,1,0,3,6,0,1,596,Y,44,0,0,2010,129000
397,20,7200,Gtl,1Story,5,5,1972,0,894,GasA,Y,894,0,894,1,0,2,6,0,2,600,Y,215,0,0,2009,123000
398,60,7590,Gtl,2Story,5,5,1962,288,864,GasA,Y,876,936,1812,2,0,4,8,1,1,264,Y,0,168,0,2007,169500
399,30,8967,Gtl,1Story,5,2,1920,0,961,GasA,Y,1077,0,1077,1,0,2,6,0,1,338,N,0,0,0,2007,67000
400,60,8125,Gtl,2Story,7,5,2006,100,1092,GasA,Y,1112,438,1550,2,0,2,7,0,2,438,Y,0,168,0,2009,241000
401,120,14963,Gtl,1Story,8,5,1996,0,1260,GasA,Y,1288,0,1288,1,1,1,4,2,2,500,Y,120,30,0,2008,245500
402,20,8767,Gtl,1Story,7,5,2005,0,1310,GasA,Y,1310,0,1310,2,0,3,6,1,2,400,Y,0,0,0,2006,164990
403,30,10200,Gtl,1Story,5,8,1940,0,672,GasA,Y,672,0,672,1,0,2,4,0,1,240,N,168,0,0,2008,108000
404,60,12090,Gtl,2Story,8,5,1998,650,1141,GasA,Y,1165,1098,2263,2,1,4,10,1,2,420,Y,144,123,0,2006,258000
405,60,10364,Gtl,2Story,6,5,1995,0,806,GasA,Y,806,766,1572,2,1,3,7,1,2,373,Y,0,40,0,2007,168000
406,20,9991,Gtl,1Story,4,4,1976,0,1281,GasA,Y,1620,0,1620,2,0,3,8,1,2,490,Y,120,78,0,2009,150000
407,50,10480,Gtl,1.5Fin,6,5,1936,0,1064,GasA,Y,1166,0,1639,1,0,3,6,0,1,240,Y,0,0,0,2008,115000
408,70,15576,Gtl,2Story,6,7,1915,0,840,GasA,Y,840,840,1680,2,0,4,8,0,1,308,Y,0,0,0,2008,177000
409,60,14154,Gtl,2Story,7,5,2006,350,1063,GasA,Y,1071,1101,2172,2,1,3,9,1,3,947,Y,192,62,0,2007,280000
410,60,10800,Gtl,2Story,8,5,2007,100,1034,GasA,Y,1050,1028,2078,2,1,3,8,1,3,836,Y,0,102,0,2008,339750
411,20,9571,Gtl,1Story,5,3,1958,0,1276,GasA,Y,1276,0,1276,1,0,3,5,0,1,350,Y,0,0,0,2009,60000
412,190,34650,Gtl,1Story,5,5,1955,0,1056,GasA,N,1056,0,1056,1,0,3,5,0,2,572,Y,264,0,0,2006,145000
413,20,4403,Gtl,1Story,7,5,2009,432,1470,GasA,Y,1478,0,1478,2,1,2,7,1,2,484,Y,0,144,0,2010,222000
414,30,8960,Gtl,1Story,5,6,1927,0,1008,GasA,Y,1028,0,1028,1,0,2,5,1,2,360,Y,0,0,0,2010,115000
415,60,11228,Gtl,2Story,7,5,1993,0,1080,GasA,Y,1080,1017,2097,2,1,3,9,1,3,678,Y,196,187,0,2008,228000
416,20,8899,Gtl,1Story,7,5,2007,0,1340,GasA,Y,1340,0,1340,2,0,3,6,0,2,396,Y,100,30,0,2007,181134
417,60,7844,Gtl,2Story,6,7,1978,203,672,GasA,Y,672,728,1400,1,1,3,6,1,2,440,Y,0,0,0,2006,149500
418,70,22420,Gtl,2Story,6,6,1918,0,1370,GasW,N,1370,1254,2624,2,1,4,10,1,3,864,N,0,0,0,2007,239000
419,50,8160,Gtl,1.5Fin,5,6,1940,0,756,GasA,N,756,378,1134,1,1,3,7,0,1,240,P,0,0,0,2007,126000
420,20,8450,Gtl,1Story,5,6,1968,0,1056,GasA,Y,1056,0,1056,1,0,3,6,1,1,304,Y,0,85,0,2010,142000
421,90,7060,Gtl,SFoyer,7,5,1997,200,1344,GasA,Y,1344,0,1344,2,0,2,8,0,4,784,Y,0,0,0,2008,206300
422,20,16635,Gtl,1Story,6,7,1977,126,1602,GasA,Y,1602,0,1602,2,0,3,8,1,2,529,Y,240,0,0,2009,215000
423,20,21750,Mod,1Story,5,5,1954,0,988,GasA,Y,988,0,988,1,0,2,4,0,2,520,N,0,0,0,2008,113000
424,60,9200,Gtl,2Story,8,5,1998,473,1470,GasA,Y,1470,1160,2630,2,1,4,8,1,3,696,Y,0,66,0,2008,315000
425,20,9000,Gtl,1Story,6,5,1956,74,1196,GasA,Y,1196,0,1196,1,0,2,6,1,1,297,Y,0,44,0,2008,139000
426,60,3378,Gtl,2Story,7,8,1946,0,651,GasA,Y,707,682,1389,1,1,3,6,2,1,240,P,0,0,0,2009,135000
427,80,12800,Mod,SLvl,7,5,1989,145,1518,GasA,Y,1644,0,1644,2,0,2,5,1,2,569,Y,80,0,0,2009,275000
428,20,8593,Gtl,1Story,4,6,1957,0,907,GasA,Y,907,0,907,1,0,3,5,0,1,352,Y,0,0,0,2008,109008
429,20,6762,Gtl,1Story,7,5,2007,108,1208,GasA,Y,1208,0,1208,2,0,2,6,0,2,628,Y,105,54,0,2007,195400
430,20,11457,Gtl,1Story,6,5,1988,0,1392,GasA,Y,1412,0,1412,2,0,3,6,1,2,576,Y,0,0,0,2009,175000
431,160,1680,Gtl,2Story,6,5,1971,232,483,GasA,Y,483,504,987,1,1,2,4,0,1,264,Y,0,0,0,2008,85400
432,50,5586,Gtl,1.5Fin,6,7,1920,0,901,GasA,Y,1088,110,1198,1,0,4,7,0,0,0,N,0,98,0,2008,79900
433,160,1920,Gtl,2Story,5,5,1971,376,765,GasA,Y,765,600,1365,1,1,2,6,0,2,440,Y,240,36,0,2007,122500
434,60,10839,Gtl,2Story,6,5,1997,0,926,GasA,Y,926,678,1604,2,1,3,7,1,2,470,Y,0,36,0,2008,181000
435,180,1890,Gtl,SFoyer,4,7,1972,0,630,GasA,Y,630,0,630,1,0,1,3,0,0,0,Y,88,0,0,2008,81000
436,60,10667,Gtl,2Story,7,6,1996,0,799,GasA,Y,827,834,1661,2,1,3,6,1,2,550,Y,158,61,0,2009,212000
437,50,4400,Gtl,1.5Fin,6,8,1920,0,648,GasA,Y,734,384,1118,1,0,2,6,0,2,440,Y,0,0,0,2006,116000
438,45,6000,Gtl,1.5Unf,6,7,1926,0,884,GasA,Y,904,0,904,1,0,2,4,0,1,180,Y,0,0,0,2009,119000
439,30,4280,Gtl,1Story,5,6,1913,0,440,GasA,N,694,0,694,1,0,2,4,1,1,352,P,0,0,0,2007,90350
440,50,12354,Gtl,1.5Fin,6,8,1920,0,684,GasA,Y,684,512,1196,1,0,3,7,0,2,528,Y,0,46,800,2009,110000
441,20,15431,Gtl,1Story,10,5,2008,200,3094,GasA,Y,2402,0,2402,2,0,2,10,2,3,672,Y,0,72,0,2009,555000
442,90,12108,Gtl,1Story,4,4,1955,270,1440,GasA,N,1440,0,1440,2,0,4,8,0,0,0,Y,0,0,0,2008,118000
443,50,6240,Gtl,1.5Fin,5,7,1930,0,1078,GasA,Y,1128,445,1573,2,0,3,8,1,2,360,P,0,0,0,2008,162900
444,120,3922,Gtl,1Story,7,5,2006,72,1258,GasA,Y,1258,0,1258,2,0,2,6,1,3,648,Y,144,16,0,2007,172500
445,60,8750,Gtl,2Story,7,5,1994,0,915,GasA,Y,933,975,1908,2,1,4,8,1,2,493,Y,144,133,0,2008,210000
446,20,9855,Gtl,1Story,6,5,1956,0,1436,GasA,Y,1689,0,1689,1,0,3,7,1,2,480,Y,0,0,0,2009,127500
447,20,16492,Gtl,1Story,6,6,1966,0,1517,GasA,Y,1888,0,1888,2,1,2,6,1,2,578,Y,0,0,0,2010,190000
448,60,11214,Gtl,2Story,7,5,1998,0,930,GasA,Y,956,930,1886,2,1,4,10,1,2,431,Y,89,0,0,2006,199900
449,50,8600,Gtl,1.5Fin,6,6,1937,0,780,GasA,Y,780,596,1376,2,0,3,7,1,1,198,N,0,0,0,2006,119500
450,50,6000,Gtl,1.5Fin,3,7,1948,0,649,GasA,Y,679,504,1183,1,1,2,6,0,1,308,Y,0,176,0,2007,120000
451,30,5684,Gtl,1Story,6,8,1930,0,813,GasA,Y,813,0,813,1,0,2,5,0,1,270,N,0,113,0,2006,110000
452,20,70761,Mod,1Story,7,5,1975,0,1533,GasA,Y,1533,0,1533,2,0,2,5,2,2,576,Y,200,54,0,2006,280000
453,60,9303,Gtl,2Story,6,5,1996,42,872,GasA,Y,888,868,1756,2,1,3,7,0,2,422,Y,144,122,0,2007,204000
454,60,9000,Gtl,2Story,8,5,2008,0,768,GasA,Y,786,804,1590,2,1,3,6,0,2,676,Y,0,30,0,2009,210000
455,90,9297,Gtl,1Story,5,5,1976,0,1728,GasA,Y,1728,0,1728,2,0,4,8,0,2,560,Y,0,0,0,2006,188000
456,20,9600,Gtl,1Story,7,6,1973,320,1242,GasA,Y,1242,0,1242,1,1,3,6,1,2,528,Y,0,0,0,2007,175500
457,70,4571,Gtl,2Story,5,5,1916,0,624,GasA,N,624,720,1344,1,0,4,7,0,3,513,Y,0,0,0,2008,98000
458,20,53227,Mod,1Story,4,6,1954,0,1364,GasA,Y,1663,0,1663,1,0,2,6,2,2,529,Y,224,137,0,2008,256000
459,70,5100,Gtl,2Story,8,7,1925,0,588,GasA,Y,833,833,1666,1,0,3,7,1,1,228,Y,192,63,0,2008,161000
460,50,7015,Gtl,1.5Fin,5,4,1950,161,709,GasA,Y,979,224,1203,1,0,3,5,1,1,352,Y,0,0,0,2009,110000
461,60,8004,Gtl,2Story,8,5,2009,110,832,GasA,Y,832,1103,1935,2,1,3,8,0,2,552,Y,0,150,0,2009,263435
462,70,7200,Gtl,2Story,7,9,1936,0,560,GasA,Y,575,560,1135,1,0,3,6,0,2,576,Y,256,0,0,2009,155000
463,20,8281,Gtl,1Story,5,5,1965,0,864,GasA,Y,864,0,864,1,0,3,5,1,1,360,Y,0,0,0,2009,62383
464,70,11988,Mod,2Story,6,7,1934,0,715,GasA,Y,849,811,1660,1,1,3,6,1,1,240,Y,0,0,0,2008,188700
465,20,8430,Mod,1Story,5,5,1978,136,1040,GasA,Y,1040,0,1040,2,0,3,5,0,0,0,Y,0,0,0,2009,124000
466,120,3072,Gtl,1Story,7,5,2004,18,1375,GasA,Y,1414,0,1414,2,0,2,6,1,2,398,Y,144,20,0,2006,178740
467,20,10628,Gtl,1Story,7,5,1970,0,1277,GasA,Y,1277,0,1277,1,0,2,5,1,2,526,Y,0,0,0,2007,167000
468,70,9480,Gtl,2Story,5,7,1942,224,728,GasA,Y,888,756,1644,1,1,3,7,2,1,312,Y,168,0,0,2007,146500
469,20,11428,Gtl,1Story,8,5,2006,248,1626,GasA,Y,1634,0,1634,2,0,3,7,1,3,866,Y,0,44,0,2007,250000
470,60,9291,Gtl,2Story,6,5,1993,120,832,GasA,Y,832,878,1710,2,1,3,7,0,2,506,Y,144,70,0,2008,187000
471,120,6820,Gtl,1Story,8,5,1985,0,1488,GasA,Y,1502,0,1502,1,1,1,4,0,2,528,Y,0,54,0,2010,212000
472,60,11952,Gtl,2Story,7,6,1977,0,808,GasA,Y,1161,808,1969,2,1,3,8,1,2,534,Y,0,0,0,2007,190000
473,180,3675,Gtl,SLvl,6,5,2005,80,547,GasA,Y,1072,0,1072,1,0,2,5,0,2,525,Y,0,28,0,2008,148000
474,20,14977,Gtl,1Story,8,5,2006,304,1976,GasA,Y,1976,0,1976,2,0,2,7,1,3,908,Y,250,63,0,2007,440000
475,120,5330,Gtl,1Story,8,5,2000,0,1494,GasA,Y,1652,0,1652,2,0,2,6,0,2,499,Y,96,48,0,2007,251000
476,20,8480,Gtl,1Story,5,6,1963,0,970,GasA,Y,970,0,970,1,0,2,5,0,2,624,Y,0,24,0,2007,132500
477,20,13125,Mod,1Story,6,5,1997,215,1478,GasA,Y,1493,0,1493,2,0,3,7,1,2,508,Y,140,39,0,2008,208900
478,60,13693,Gtl,2Story,9,5,2006,772,2153,GasA,Y,2069,574,2643,2,1,3,9,1,3,694,Y,414,84,0,2007,380000
479,20,10637,Gtl,1Story,8,5,2007,336,1705,GasA,Y,1718,0,1718,2,0,3,7,1,3,826,Y,208,44,0,2009,297000
480,30,5925,Gtl,1Story,4,7,1937,435,907,GasA,Y,1131,0,1131,1,0,2,7,0,2,672,Y,0,72,0,2007,89471
481,20,16033,Gtl,1Story,9,5,2004,378,1833,GasA,Y,1850,0,1850,2,0,3,8,1,3,772,Y,519,112,0,2006,326000
482,20,11846,Gtl,1Story,9,5,2003,562,1792,GasA,Y,1792,0,1792,2,0,2,6,1,3,874,Y,206,49,0,2006,374000
483,70,2500,Gtl,2Story,7,8,1915,0,910,GasA,Y,916,910,1826,1,1,4,7,1,1,164,Y,0,0,0,2009,155000
484,120,4500,Gtl,1Story,6,5,1998,116,1216,GasA,Y,1216,0,1216,2,0,2,5,0,2,402,Y,0,125,0,2006,164000
485,20,7758,Gtl,1Story,5,7,1962,0,999,GasA,Y,999,0,999,1,0,3,6,0,1,264,Y,0,132,0,2007,132500
486,20,9600,Gtl,1Story,5,7,1950,0,1113,GasA,Y,1113,0,1113,1,0,3,5,1,1,264,Y,0,80,0,2009,147000
487,20,10289,Gtl,1Story,5,7,1965,168,1073,GasA,Y,1073,0,1073,1,1,3,6,0,2,515,Y,0,0,0,2007,156000
488,20,12243,Gtl,1Story,5,6,1971,0,1484,GasA,Y,1484,0,1484,2,0,3,7,1,2,487,Y,224,0,0,2007,175000
489,190,10800,Gtl,1.5Fin,5,4,1900,0,954,GasA,N,1766,648,2414,2,0,3,10,1,2,520,N,142,0,0,2006,160000
490,180,1526,Gtl,SFoyer,4,8,1970,0,630,GasA,Y,630,0,630,1,0,1,3,0,1,286,Y,0,0,0,2009,86000
491,160,2665,Gtl,2Story,5,6,1976,0,264,GasA,Y,616,688,1304,1,1,3,4,1,1,336,Y,141,24,0,2008,115000
492,50,9490,Gtl,1.5Fin,6,7,1941,0,806,GasA,Y,958,620,1578,1,0,3,5,2,1,240,Y,0,0,0,2006,133000
493,60,15578,Gtl,2Story,6,5,2006,0,728,GasA,Y,728,728,1456,2,1,3,8,0,2,429,Y,0,0,0,2006,172785
494,20,7931,Gtl,1Story,5,6,1960,0,1269,GasA,Y,1269,0,1269,1,1,3,6,1,1,308,Y,0,0,0,2008,155000
495,30,5784,Gtl,1Story,5,8,1938,0,190,GasA,Y,886,0,886,1,0,2,4,0,1,273,Y,144,20,0,2009,91300
496,30,7879,Gtl,1Story,4,5,1920,0,720,GasA,N,720,0,720,1,0,2,4,0,0,0,N,0,523,0,2009,34900
497,20,12692,Gtl,1Story,8,5,1992,0,3200,GasA,Y,3228,0,3228,3,0,4,10,1,2,546,Y,264,75,0,2007,430000
498,50,9120,Gtl,1.5Fin,7,6,1925,0,1026,GasA,Y,1133,687,1820,2,0,4,8,0,1,240,N,0,100,0,2008,184000
499,20,7800,Gtl,1Story,5,7,1967,89,864,GasA,Y,899,0,899,1,0,3,5,0,1,288,Y,64,0,0,2009,130000
500,20,7535,Gtl,1Story,5,7,1958,0,912,GasA,Y,912,0,912,1,0,2,5,0,1,297,Y,12,285,480,2007,120000
501,160,1890,Gtl,2Story,6,5,1973,285,672,GasA,Y,672,546,1218,1,1,3,7,0,1,264,Y,144,28,0,2007,113000
502,60,9803,Gtl,2Story,7,5,2005,0,866,GasA,Y,866,902,1768,2,1,3,7,0,2,603,Y,0,108,0,2008,226700
503,20,9170,Gtl,1Story,5,7,1965,0,1214,GasA,Y,1214,0,1214,1,0,2,6,0,2,461,Y,0,0,400,2007,140000
504,20,15602,Gtl,1Story,7,8,1959,0,1501,GasA,Y,1801,0,1801,2,0,1,6,2,2,484,Y,0,54,0,2010,289000
505,160,2308,Gtl,2Story,6,5,1974,0,855,GasA,Y,855,467,1322,2,1,3,6,1,2,440,Y,260,0,0,2009,147000
506,90,7596,Gtl,2Story,5,5,1952,360,960,GasA,Y,960,1000,1960,2,0,4,10,0,2,400,N,0,0,0,2009,124500
507,60,9554,Gtl,2Story,8,5,1993,125,777,GasA,Y,1065,846,1911,2,1,3,8,1,2,471,Y,182,81,0,2006,215000
508,20,7862,Gtl,1Story,6,5,2009,0,1218,GasA,Y,1218,0,1218,2,0,2,4,0,2,676,Y,0,102,0,2009,208300
509,70,9600,Gtl,2Story,7,9,1928,0,689,GasA,Y,689,689,1378,2,0,3,7,1,2,360,N,0,0,0,2008,161000
510,20,9600,Gtl,1Story,5,6,1959,132,1041,GasA,Y,1041,0,1041,1,0,3,6,0,1,270,Y,224,88,0,2009,124500
511,20,14559,Gtl,1Story,5,7,1951,70,1008,GasA,Y,1363,0,1363,1,0,2,6,2,1,288,Y,324,42,2000,2009,164900
512,120,6792,Gtl,1Story,7,5,2005,94,1368,GasA,Y,1368,0,1368,2,0,2,6,1,2,474,Y,132,35,0,2006,202665
513,20,9100,Gtl,1Story,5,5,1958,0,864,GasA,Y,864,0,864,1,0,3,5,0,2,624,Y,0,0,0,2006,129900
514,20,9187,Gtl,1Story,6,5,1983,0,1084,GasA,Y,1080,0,1080,1,1,3,5,0,2,484,Y,120,0,0,2007,134000
515,45,10594,Gtl,1.5Unf,5,5,1926,0,768,Grav,N,789,0,789,1,0,2,5,0,1,200,Y,0,0,0,2007,96500
516,20,12220,Gtl,1Story,10,5,2009,305,2006,GasA,Y,2020,0,2020,2,1,3,9,1,3,900,Y,156,54,0,2009,402861
517,80,10448,Gtl,SLvl,6,6,1972,333,689,GasA,Y,1378,741,2119,2,1,3,7,1,2,583,Y,0,104,0,2009,158000
518,60,10208,Gtl,2Story,7,5,1996,921,1264,GasA,Y,1277,1067,2344,2,1,3,7,1,3,889,Y,220,0,0,2009,265000
519,60,9531,Gtl,2Story,6,5,1998,0,794,GasA,Y,882,914,1796,2,1,3,7,0,2,546,Y,0,36,0,2007,211000
520,70,10918,Gtl,2Story,7,9,1926,0,1276,GasA,Y,1276,804,2080,1,1,3,9,2,1,282,Y,0,0,0,2009,234000
521,190,10800,Gtl,2Story,4,7,1900,0,0,GasA,N,694,600,1294,2,0,3,7,0,0,0,N,220,114,0,2008,106250
522,20,11988,Gtl,1Story,6,6,1957,0,1244,GasA,Y,1244,0,1244,1,1,3,6,2,1,336,Y,0,40,0,2007,150000
523,50,5000,Gtl,1.5Fin,6,7,1947,0,1004,GasA,Y,1004,660,1664,2,0,3,7,2,2,420,Y,0,24,0,2006,159000
524,60,40094,Gtl,2Story,10,5,2007,762,3138,GasA,Y,3138,1538,4676,3,1,3,11,1,3,884,Y,208,406,0,2007,184750
525,60,11787,Gtl,2Story,7,5,1996,594,1379,GasA,Y,1383,1015,2398,2,1,3,8,1,3,834,Y,239,60,0,2007,315750
526,20,7500,Gtl,1Story,7,5,2005,0,1257,GasA,Y,1266,0,1266,2,0,3,6,1,2,453,Y,38,144,0,2006,176000
527,20,13300,Gtl,1Story,5,7,1956,0,928,GasA,Y,928,0,928,1,0,2,4,0,1,252,Y,261,0,0,2007,132000
528,60,14948,Gtl,2Story,9,5,2008,268,1452,GasA,Y,1476,1237,2713,2,1,3,11,1,3,858,Y,126,66,0,2008,446261
529,30,9098,Gtl,1Story,4,7,1920,0,528,GasA,Y,605,0,605,1,0,2,5,0,0,0,N,0,0,0,2007,86000
530,20,32668,Gtl,1Story,6,3,1957,NA,2035,GasA,Y,2515,0,2515,3,0,4,9,2,2,484,Y,0,0,0,2007,200624
531,80,10200,Gtl,SLvl,6,5,1988,219,1461,GasA,Y,1509,0,1509,2,0,3,5,1,2,600,Y,224,0,0,2008,175000
532,70,6155,Gtl,2Story,6,8,1920,0,611,GasA,Y,751,611,1362,2,0,3,6,0,2,502,Y,0,0,0,2008,128000
533,20,7200,Gtl,1Story,5,7,1955,0,0,GasA,Y,827,0,827,1,0,2,5,1,1,392,Y,0,0,0,2010,107500
534,20,5000,Mod,1Story,1,3,1946,0,0,GasA,N,334,0,334,1,0,1,2,0,0,0,N,0,0,0,2007,39300
535,60,9056,Gtl,2Story,8,5,2004,0,707,GasA,Y,707,707,1414,2,1,3,6,1,2,403,Y,100,35,0,2006,178000
536,190,7000,Gtl,2Story,5,7,1910,0,1117,GasA,Y,820,527,1347,1,0,3,5,0,0,0,N,85,0,0,2008,107500
537,60,8924,Gtl,2Story,7,5,1998,0,880,GasA,Y,880,844,1724,2,1,3,8,0,2,527,Y,120,155,0,2008,188000
538,20,12735,Gtl,1Story,4,5,1972,0,864,GasA,Y,864,0,864,1,0,3,5,0,2,576,Y,216,0,0,2008,111250
539,20,11553,Gtl,1Story,5,5,1968,188,1051,GasA,Y,1159,0,1159,1,1,3,7,1,1,336,Y,466,0,0,2006,158000
540,20,11423,Gtl,1Story,8,5,2001,479,1581,GasA,Y,1601,0,1601,2,0,3,6,1,2,670,Y,180,0,2000,2010,272000
541,20,14601,Gtl,1Story,9,5,2006,584,1838,GasA,Y,1838,0,1838,2,0,2,8,1,3,765,Y,270,68,0,2009,315000
542,60,11000,Gtl,2Story,8,5,2000,72,969,GasA,Y,997,1288,2285,2,1,4,8,1,3,648,Y,0,56,0,2007,248000
543,20,10140,Gtl,1Story,7,5,1998,0,1650,GasA,Y,1680,0,1680,2,0,3,7,1,2,583,Y,78,73,0,2009,213250
544,120,4058,Gtl,SFoyer,7,5,1998,182,723,GasA,Y,767,0,767,1,0,1,4,0,1,367,Y,120,40,0,2007,133000
545,60,17104,Gtl,2Story,7,5,2006,0,654,GasA,Y,664,832,1496,2,1,3,7,1,2,426,Y,100,24,0,2006,179665
546,50,13837,Gtl,1.5Fin,7,5,1988,178,1204,GasA,Y,1377,806,2183,2,1,4,9,0,3,786,Y,0,0,0,2006,229000
547,50,8737,Gtl,1.5Fin,6,7,1923,0,1065,GasA,Y,915,720,1635,1,1,3,6,1,2,440,Y,0,38,0,2007,210000
548,85,7244,Gtl,SFoyer,5,7,1970,0,768,GasA,Y,768,0,768,1,0,2,5,0,2,624,Y,104,0,0,2007,129500
549,20,8235,Gtl,1Story,5,7,1955,0,825,GasA,Y,825,0,825,1,0,2,4,0,2,720,Y,140,50,0,2008,125000
550,60,9375,Gtl,2Story,7,5,2003,0,912,GasA,Y,912,1182,2094,2,1,4,8,1,2,615,Y,182,182,0,2009,263000
551,120,4043,Gtl,1Story,6,6,1977,0,1069,GasA,Y,1069,0,1069,2,0,2,4,0,2,440,Y,0,55,0,2008,140000
552,20,6000,Gtl,1Story,5,6,1957,0,928,GasA,Y,928,0,928,1,0,3,5,0,1,288,Y,0,0,0,2008,112500
553,20,11146,Gtl,1Story,8,5,2006,250,1709,GasA,Y,1717,0,1717,2,0,3,7,1,3,908,Y,169,39,0,2009,255500
554,20,8777,Gtl,1Story,4,5,1949,0,0,GasA,Y,1126,0,1126,2,0,2,5,0,2,520,N,0,96,0,2009,108000
555,60,10625,Gtl,2Story,7,5,2003,292,998,GasA,Y,1006,1040,2046,2,1,3,8,1,3,871,Y,320,62,0,2008,284000
556,45,6380,Gtl,1.5Unf,5,6,1922,0,993,GasA,Y,1048,0,1048,1,0,2,5,1,1,280,Y,0,0,0,2006,113000
557,20,14850,Gtl,1Story,5,5,1957,0,1092,GasA,Y,1092,0,1092,1,0,2,6,1,1,299,Y,268,0,0,2006,141000
558,50,11040,Mod,1.5Fin,4,6,1920,0,637,GasA,Y,897,439,1336,1,1,3,7,0,1,570,Y,0,47,0,2006,108000
559,60,21872,Gtl,2Story,7,5,1996,0,729,GasA,Y,729,717,1446,2,1,3,6,1,2,406,Y,264,22,0,2008,175000
560,120,3196,Gtl,1Story,7,5,2003,18,1374,GasA,Y,1557,0,1557,2,0,2,7,1,2,420,Y,143,20,0,2006,234000
561,20,11341,Gtl,1Story,5,6,1957,180,1392,GasA,Y,1392,0,1392,1,1,3,5,1,2,528,Y,0,0,0,2010,121500
562,20,10010,Mod,1Story,5,5,1974,0,1389,GasA,Y,1389,0,1389,1,0,2,6,1,2,418,Y,240,38,0,2006,170000
563,30,13907,Gtl,1Story,5,6,1940,0,996,GasA,Y,996,0,996,1,0,3,6,1,0,0,Y,144,0,0,2008,108000
564,50,21780,Gtl,1.5Fin,6,7,1918,0,1163,GasA,Y,1163,511,1674,2,0,4,8,1,2,396,N,72,36,0,2008,185000
565,60,13346,Gtl,2Story,7,5,1992,0,1095,GasA,Y,1166,1129,2295,2,1,4,9,1,2,590,Y,0,40,0,2006,268000
566,70,6858,Gtl,2Story,6,4,1915,0,806,GasA,N,841,806,1647,1,1,4,6,0,1,216,Y,0,66,0,2010,128000
567,60,11198,Gtl,2Story,9,5,2005,245,1122,GasA,Y,1134,1370,2504,2,1,4,11,1,3,656,Y,144,39,0,2008,325000
568,20,10171,Gtl,1Story,7,5,2004,168,1517,GasA,Y,1535,0,1535,2,0,3,7,0,2,532,Y,0,0,0,2010,214000
569,50,12327,Mod,1.5Fin,8,8,1983,0,1496,GasA,Y,1496,636,2132,1,1,1,5,1,2,612,Y,349,40,0,2009,316600
570,90,7032,Gtl,SFoyer,5,5,1979,0,943,GasA,Y,943,0,943,1,0,2,4,2,2,600,Y,42,0,0,2006,135960
571,90,13101,Gtl,1Story,5,5,1965,108,1728,GasA,Y,1728,0,1728,2,0,6,10,0,2,576,Y,0,0,0,2008,142600
572,20,7332,Gtl,1Story,6,6,1959,207,864,GasA,Y,864,0,864,1,0,2,4,0,1,288,Y,168,0,0,2006,120000
573,60,13159,Gtl,2Story,7,5,2009,0,846,GasA,Y,846,846,1692,2,1,3,6,0,2,650,Y,208,114,0,2009,224500
574,80,9967,Gtl,SLvl,7,5,2000,0,384,GasA,Y,774,656,1430,2,1,3,8,1,2,400,Y,100,0,0,2007,170000
575,80,10500,Gtl,SLvl,5,7,1971,82,372,GasA,Y,576,533,1109,1,0,3,5,0,1,288,Y,35,0,0,2007,139000
576,50,8480,Gtl,1.5Fin,5,5,1947,0,832,GasA,Y,832,384,1216,1,0,2,6,0,1,336,Y,158,0,0,2008,118500
